NAME	FAB_NAME	BAY_NAME	FROM_NODE	TO_NODE	MAX_SPEED	CURVE	LENGTH
rl_B10_4_5	SMT	B10	rn_B10_4	rn_B10_5	5000	False	11250.0
rl_B10_5_29	SMT	B10	rn_B10_5	rn_B10_29	1000	True	2234.3427053592754
rl_B10_5_6	SMT	B10	rn_B10_5	rn_B10_6	5000	False	1250.0
rl_B10_6_7	SMT	B10	rn_B10_6	rn_B10_7	5000	False	14166.666669999999
rl_B10_7_8	SMT	B10	rn_B10_7	rn_B10_8	5000	False	1250.0
rl_B10_8_9	SMT	B10	rn_B10_8	rn_B10_9	5000	False	11250.0
rl_B10_9_10	SMT	B10	rn_B10_9	rn_B10_10	5000	False	1250.0
rl_B10_9_33	SMT	B10	rn_B10_9	rn_B10_33	1000	True	1964.2997406223442
rl_B11_10_11	SMT	B11	rn_B11_10	rn_B11_11	5000	False	9166.666659999995
rl_B11_11_12	SMT	B11	rn_B11_11	rn_B11_12	5000	False	1250.0
rl_B11_11_13	SMT	B11	rn_B11_11	rn_B11_13	1000	True	2234.3427053592995
rl_B11_12_InterBay2_83	SMT	InterBay2	rn_B11_12	rn_InterBay2_83	1000	True	1500.71647909054
rl_B11_13_14	SMT	B11	rn_B11_13	rn_B11_14	5000	False	3086.614100000006
rl_B11_14_16	SMT	B11	rn_B11_14	rn_B11_16	1000	True	2234.3427053592754
rl_B11_15_16	SMT	B11	rn_B11_15	rn_B11_16	5000	False	1250.0
rl_B11_16_17	SMT	B11	rn_B11_16	rn_B11_17	5000	False	9166.666659999995
rl_B11_17_18	SMT	B11	rn_B11_17	rn_B11_18	5000	False	1250.0
rl_B11_18_19	SMT	B11	rn_B11_18	rn_B11_19	5000	False	11250.0
rl_B11_19_20	SMT	B11	rn_B11_19	rn_B11_20	5000	False	1250.0
rl_B11_19_31	SMT	B11	rn_B11_19	rn_B11_31	1000	True	2234.3427053592754
rl_B11_1_2	SMT	B11	rn_B11_1	rn_B11_2	5000	False	1250.0
rl_B11_20_21	SMT	B11	rn_B11_20	rn_B11_21	5000	False	14166.666669999999
rl_B11_21_22	SMT	B11	rn_B11_21	rn_B11_22	5000	False	1250.0
rl_B11_22_23	SMT	B11	rn_B11_22	rn_B11_23	5000	False	11250.0
rl_B11_23_24	SMT	B11	rn_B11_23	rn_B11_24	5000	False	1250.0
rl_B11_23_35	SMT	B11	rn_B11_23	rn_B11_35	1000	True	1964.2997406223442
rl_B11_24_25	SMT	B11	rn_B11_24	rn_B11_25	5000	False	9166.666667000001
rl_B11_25_26	SMT	B11	rn_B11_25	rn_B11_26	5000	False	1250.0
rl_B11_25_27	SMT	B11	rn_B11_25	rn_B11_27	1000	True	2234.3427053592754
rl_B11_26_InterBay1_63	SMT	InterBay1	rn_B11_26	rn_InterBay1_63	1000	True	1500.7164763140834
rl_B11_27_28	SMT	B11	rn_B11_27	rn_B11_28	5000	False	3086.614100000006
rl_B11_28_2	SMT	B11	rn_B11_28	rn_B11_2	1000	True	2234.3427053592995
rl_B11_29_30	SMT	B11	rn_B11_29	rn_B11_30	5000	False	3086.614100000006
rl_B11_2_3	SMT	B11	rn_B11_2	rn_B11_3	5000	False	9166.666667000001
rl_B11_30_22	SMT	B11	rn_B11_30	rn_B11_22	1000	True	2234.3427053592754
rl_B11_31_32	SMT	B11	rn_B11_31	rn_B11_32	5000	False	3086.614100000006
rl_B11_32_8	SMT	B11	rn_B11_32	rn_B11_8	1000	True	2234.3427053592995
rl_B11_33_34	SMT	B11	rn_B11_33	rn_B11_34	5000	False	5303.364300000016
rl_B11_34_B10_18	SMT	B11	rn_B11_34	rn_B10_18	1000	True	1964.2997406223442
rl_B11_35_36	SMT	B11	rn_B11_35	rn_B11_36	5000	False	5303.3642999999865
rl_B11_36_B12_4	SMT	B11	rn_B11_36	rn_B12_4	1000	True	1964.2997406223442
rl_B11_3_4	SMT	B11	rn_B11_3	rn_B11_4	5000	False	1250.0
rl_B11_4_5	SMT	B11	rn_B11_4	rn_B11_5	5000	False	11250.0
rl_B11_5_29	SMT	B11	rn_B11_5	rn_B11_29	1000	True	2234.3427053592995
rl_B11_5_6	SMT	B11	rn_B11_5	rn_B11_6	5000	False	1250.0
rl_B11_6_7	SMT	B11	rn_B11_6	rn_B11_7	5000	False	14166.666669999999
rl_B11_7_8	SMT	B11	rn_B11_7	rn_B11_8	5000	False	1250.0
rl_B11_8_9	SMT	B11	rn_B11_8	rn_B11_9	5000	False	11250.0
rl_B11_9_10	SMT	B11	rn_B11_9	rn_B11_10	5000	False	1250.0
rl_B11_9_33	SMT	B11	rn_B11_9	rn_B11_33	1000	True	1964.299740622322
rl_B12_10_11	SMT	B12	rn_B12_10	rn_B12_11	5000	False	9166.666659999995
rl_B12_11_12	SMT	B12	rn_B12_11	rn_B12_12	5000	False	1250.0
rl_B12_11_13	SMT	B12	rn_B12_11	rn_B12_13	1000	True	2234.3427053592995
rl_B12_12_InterBay2_91	SMT	InterBay2	rn_B12_12	rn_InterBay2_91	1000	True	1500.71647909054
rl_B12_13_14	SMT	B12	rn_B12_13	rn_B12_14	5000	False	3086.614099999977
rl_B12_14_16	SMT	B12	rn_B12_14	rn_B12_16	1000	True	2234.3427882458054
rl_B12_15_16	SMT	B12	rn_B12_15	rn_B12_16	5000	False	1250.0
rl_B12_16_17	SMT	B12	rn_B12_16	rn_B12_17	5000	False	9166.666659999995
rl_B12_17_18	SMT	B12	rn_B12_17	rn_B12_18	5000	False	1250.0
rl_B12_18_19	SMT	B12	rn_B12_18	rn_B12_19	5000	False	11250.0
rl_B12_19_20	SMT	B12	rn_B12_19	rn_B12_20	5000	False	1250.0
rl_B12_19_31	SMT	B12	rn_B12_19	rn_B12_31	1000	True	2234.3427882458054
rl_B12_1_2	SMT	B12	rn_B12_1	rn_B12_2	5000	False	1250.0
rl_B12_20_21	SMT	B12	rn_B12_20	rn_B12_21	5000	False	14166.666669999999
rl_B12_21_22	SMT	B12	rn_B12_21	rn_B12_22	5000	False	1250.0
rl_B12_22_23	SMT	B12	rn_B12_22	rn_B12_23	5000	False	11250.0
rl_B12_23_24	SMT	B12	rn_B12_23	rn_B12_24	5000	False	1250.0
rl_B12_23_35	SMT	B12	rn_B12_23	rn_B12_35	1000	True	1964.2996634830454
rl_B12_24_25	SMT	B12	rn_B12_24	rn_B12_25	5000	False	9166.666667000001
rl_B12_25_26	SMT	B12	rn_B12_25	rn_B12_26	5000	False	1250.0
rl_B12_25_27	SMT	B12	rn_B12_25	rn_B12_27	1000	True	2234.3427882458054
rl_B12_26_InterBay1_54	SMT	InterBay1	rn_B12_26	rn_InterBay1_54	1000	True	1500.7164763140834
rl_B12_27_28	SMT	B12	rn_B12_27	rn_B12_28	5000	False	3086.614099999977
rl_B12_28_2	SMT	B12	rn_B12_28	rn_B12_2	1000	True	2234.3427053592995
rl_B12_29_30	SMT	B12	rn_B12_29	rn_B12_30	5000	False	3086.614099999977
rl_B12_2_3	SMT	B12	rn_B12_2	rn_B12_3	5000	False	9166.666667000001
rl_B12_30_22	SMT	B12	rn_B12_30	rn_B12_22	1000	True	2234.3427882458054
rl_B12_31_32	SMT	B12	rn_B12_31	rn_B12_32	5000	False	3086.614099999977
rl_B12_32_8	SMT	B12	rn_B12_32	rn_B12_8	1000	True	2234.3427053592995
rl_B12_33_34	SMT	B12	rn_B12_33	rn_B12_34	5000	False	5303.3642999999865
rl_B12_34_B11_18	SMT	B12	rn_B12_34	rn_B11_18	1000	True	1964.2997406223442
rl_B12_35_36	SMT	B12	rn_B12_35	rn_B12_36	5000	False	5303.364399999991
rl_B12_36_B13_4	SMT	B12	rn_B12_36	rn_B13_4	1000	True	1964.2996634830454
rl_B12_3_4	SMT	B12	rn_B12_3	rn_B12_4	5000	False	1250.0
rl_B12_4_5	SMT	B12	rn_B12_4	rn_B12_5	5000	False	11250.0
rl_B12_5_29	SMT	B12	rn_B12_5	rn_B12_29	1000	True	2234.3427053592995
rl_B12_5_6	SMT	B12	rn_B12_5	rn_B12_6	5000	False	1250.0
rl_B12_6_7	SMT	B12	rn_B12_6	rn_B12_7	5000	False	14166.666669999999
rl_B12_7_8	SMT	B12	rn_B12_7	rn_B12_8	5000	False	1250.0
rl_B12_8_9	SMT	B12	rn_B12_8	rn_B12_9	5000	False	11250.0
rl_B12_9_10	SMT	B12	rn_B12_9	rn_B12_10	5000	False	1250.0
rl_B12_9_33	SMT	B12	rn_B12_9	rn_B12_33	1000	True	1964.2997406223442
rl_B13_10_11	SMT	B13	rn_B13_10	rn_B13_11	5000	False	9166.666659999995
rl_B13_11_12	SMT	B13	rn_B13_11	rn_B13_12	5000	False	1250.0
rl_B13_11_13	SMT	B13	rn_B13_11	rn_B13_13	1000	True	2234.3427053592995
rl_B13_12_InterBay2_99	SMT	InterBay2	rn_B13_12	rn_InterBay2_99	1000	True	1500.7164071039226
rl_B13_13_14	SMT	B13	rn_B13_13	rn_B13_14	5000	False	3086.6142999999865
rl_B13_14_16	SMT	B13	rn_B13_14	rn_B13_16	1000	True	2234.3427053592754
rl_B13_15_16	SMT	B13	rn_B13_15	rn_B13_16	5000	False	1250.0
rl_B13_16_17	SMT	B13	rn_B13_16	rn_B13_17	5000	False	9166.666659999995
rl_B13_17_18	SMT	B13	rn_B13_17	rn_B13_18	5000	False	1250.0
rl_B13_18_19	SMT	B13	rn_B13_18	rn_B13_19	5000	False	11250.0
rl_B13_19_20	SMT	B13	rn_B13_19	rn_B13_20	5000	False	1250.0
rl_B13_19_31	SMT	B13	rn_B13_19	rn_B13_31	1000	True	2234.3427053592754
rl_B13_1_2	SMT	B13	rn_B13_1	rn_B13_2	5000	False	1250.0
rl_B13_20_21	SMT	B13	rn_B13_20	rn_B13_21	5000	False	14166.666669999999
rl_B13_21_22	SMT	B13	rn_B13_21	rn_B13_22	5000	False	1250.0
rl_B13_22_23	SMT	B13	rn_B13_22	rn_B13_23	5000	False	11250.0
rl_B13_23_24	SMT	B13	rn_B13_23	rn_B13_24	5000	False	1250.0
rl_B13_23_35	SMT	B13	rn_B13_23	rn_B13_35	1000	True	1964.2996634830454
rl_B13_24_25	SMT	B13	rn_B13_24	rn_B13_25	5000	False	9166.666667000001
rl_B13_25_26	SMT	B13	rn_B13_25	rn_B13_26	5000	False	1250.0
rl_B13_25_27	SMT	B13	rn_B13_25	rn_B13_27	1000	True	2234.3427053592754
rl_B13_26_InterBay1_45	SMT	InterBay1	rn_B13_26	rn_InterBay1_45	1000	True	1500.716404327466
rl_B13_27_28	SMT	B13	rn_B13_27	rn_B13_28	5000	False	3086.6142999999865
rl_B13_28_2	SMT	B13	rn_B13_28	rn_B13_2	1000	True	2234.3427053592995
rl_B13_29_30	SMT	B13	rn_B13_29	rn_B13_30	5000	False	3086.6142999999865
rl_B13_2_3	SMT	B13	rn_B13_2	rn_B13_3	5000	False	9166.666667000001
rl_B13_30_22	SMT	B13	rn_B13_30	rn_B13_22	1000	True	2234.3427053592754
rl_B13_31_32	SMT	B13	rn_B13_31	rn_B13_32	5000	False	3086.6142999999865
rl_B13_32_8	SMT	B13	rn_B13_32	rn_B13_8	1000	True	2234.3427053592995
rl_B13_33_34	SMT	B13	rn_B13_33	rn_B13_34	5000	False	5303.364399999991
rl_B13_34_B12_18	SMT	B13	rn_B13_34	rn_B12_18	1000	True	1964.2996634830454
rl_B13_35_36	SMT	B13	rn_B13_35	rn_B13_36	5000	False	5303.36440000002
rl_B13_36_B14_4	SMT	B13	rn_B13_36	rn_B14_4	1000	True	1964.2996634830454
rl_B13_3_4	SMT	B13	rn_B13_3	rn_B13_4	5000	False	1250.0
rl_B13_4_5	SMT	B13	rn_B13_4	rn_B13_5	5000	False	11250.0
rl_B13_5_29	SMT	B13	rn_B13_5	rn_B13_29	1000	True	2234.3427053592995
rl_B13_5_6	SMT	B13	rn_B13_5	rn_B13_6	5000	False	1250.0
rl_B13_6_7	SMT	B13	rn_B13_6	rn_B13_7	5000	False	14166.666669999999
rl_B13_7_8	SMT	B13	rn_B13_7	rn_B13_8	5000	False	1250.0
rl_B13_8_9	SMT	B13	rn_B13_8	rn_B13_9	5000	False	11250.0
rl_B13_9_10	SMT	B13	rn_B13_9	rn_B13_10	5000	False	1250.0
rl_B13_9_33	SMT	B13	rn_B13_9	rn_B13_33	1000	True	1964.2996634830454
rl_B14_10_11	SMT	B14	rn_B14_10	rn_B14_11	5000	False	9166.666659999995
rl_B14_11_12	SMT	B14	rn_B14_11	rn_B14_12	5000	False	1250.0
rl_B14_11_13	SMT	B14	rn_B14_11	rn_B14_13	1000	True	2234.3427882457813
rl_B14_12_InterBay2_107	SMT	InterBay2	rn_B14_12	rn_InterBay2_107	1000	True	1500.71647909054
rl_B14_13_14	SMT	B14	rn_B14_13	rn_B14_14	5000	False	3086.614100000006
rl_B14_14_16	SMT	B14	rn_B14_14	rn_B14_16	1000	True	2234.3427053592754
rl_B14_15_16	SMT	B14	rn_B14_15	rn_B14_16	5000	False	1250.0
rl_B14_16_17	SMT	B14	rn_B14_16	rn_B14_17	5000	False	9166.666659999995
rl_B14_17_18	SMT	B14	rn_B14_17	rn_B14_18	5000	False	1250.0
rl_B14_18_19	SMT	B14	rn_B14_18	rn_B14_19	5000	False	11250.0
rl_B14_19_20	SMT	B14	rn_B14_19	rn_B14_20	5000	False	1250.0
rl_B14_19_31	SMT	B14	rn_B14_19	rn_B14_31	1000	True	2234.3427053592754
rl_B14_1_2	SMT	B14	rn_B14_1	rn_B14_2	5000	False	1250.0
rl_B14_20_21	SMT	B14	rn_B14_20	rn_B14_21	5000	False	14166.666669999999
rl_B14_21_22	SMT	B14	rn_B14_21	rn_B14_22	5000	False	1250.0
rl_B14_22_23	SMT	B14	rn_B14_22	rn_B14_23	5000	False	11250.0
rl_B14_23_24	SMT	B14	rn_B14_23	rn_B14_24	5000	False	1250.0
rl_B14_23_35	SMT	B14	rn_B14_23	rn_B14_35	1000	True	1964.2997406223442
rl_B14_24_25	SMT	B14	rn_B14_24	rn_B14_25	5000	False	9166.666667000001
rl_B14_25_26	SMT	B14	rn_B14_25	rn_B14_26	5000	False	1250.0
rl_B14_25_27	SMT	B14	rn_B14_25	rn_B14_27	1000	True	2234.3427053592754
rl_B14_26_InterBay1_37	SMT	InterBay1	rn_B14_26	rn_InterBay1_37	1000	True	1500.7164763140834
rl_B14_27_28	SMT	B14	rn_B14_27	rn_B14_28	5000	False	3086.614100000006
rl_B14_28_2	SMT	B14	rn_B14_28	rn_B14_2	1000	True	2234.3427882457813
rl_B14_29_30	SMT	B14	rn_B14_29	rn_B14_30	5000	False	3086.614100000006
rl_B14_2_3	SMT	B14	rn_B14_2	rn_B14_3	5000	False	9166.666667000001
rl_B14_30_22	SMT	B14	rn_B14_30	rn_B14_22	1000	True	2234.3427053592754
rl_B14_31_32	SMT	B14	rn_B14_31	rn_B14_32	5000	False	3086.614100000006
rl_B14_32_8	SMT	B14	rn_B14_32	rn_B14_8	1000	True	2234.3427882457813
rl_B14_33_34	SMT	B14	rn_B14_33	rn_B14_34	5000	False	5303.36440000002
rl_B14_34_B13_18	SMT	B14	rn_B14_34	rn_B13_18	1000	True	1964.2996634830454
rl_B14_35_36	SMT	B14	rn_B14_35	rn_B14_36	5000	False	5303.364300000016
rl_B14_36_B15_4	SMT	B14	rn_B14_36	rn_B15_4	1000	True	1964.2997406223442
rl_B14_3_4	SMT	B14	rn_B14_3	rn_B14_4	5000	False	1250.0
rl_B14_4_5	SMT	B14	rn_B14_4	rn_B14_5	5000	False	11250.0
rl_B14_5_29	SMT	B14	rn_B14_5	rn_B14_29	1000	True	2234.3427882457813
rl_B14_5_6	SMT	B14	rn_B14_5	rn_B14_6	5000	False	1250.0
rl_B14_6_7	SMT	B14	rn_B14_6	rn_B14_7	5000	False	14166.666669999999
rl_B14_7_8	SMT	B14	rn_B14_7	rn_B14_8	5000	False	1250.0
rl_B14_8_9	SMT	B14	rn_B14_8	rn_B14_9	5000	False	11250.0
rl_B14_9_10	SMT	B14	rn_B14_9	rn_B14_10	5000	False	1250.0
rl_B14_9_33	SMT	B14	rn_B14_9	rn_B14_33	1000	True	1964.2996634830454
rl_B15_10_11	SMT	B15	rn_B15_10	rn_B15_11	5000	False	9166.666659999995
rl_B15_11_12	SMT	B15	rn_B15_11	rn_B15_12	5000	False	1250.0
rl_B15_11_13	SMT	B15	rn_B15_11	rn_B15_13	1000	True	2234.3427053592754
rl_B15_12_InterBay2_115	SMT	InterBay2	rn_B15_12	rn_InterBay2_115	1000	True	1500.71647909054
rl_B15_13_14	SMT	B15	rn_B15_13	rn_B15_14	5000	False	3086.614100000006
rl_B15_14_16	SMT	B15	rn_B15_14	rn_B15_16	1000	True	2234.3427053592754
rl_B15_15_16	SMT	B15	rn_B15_15	rn_B15_16	5000	False	1250.0
rl_B15_16_17	SMT	B15	rn_B15_16	rn_B15_17	5000	False	9166.666659999995
rl_B15_17_18	SMT	B15	rn_B15_17	rn_B15_18	5000	False	1250.0
rl_B15_18_19	SMT	B15	rn_B15_18	rn_B15_19	5000	False	11250.0
rl_B15_19_20	SMT	B15	rn_B15_19	rn_B15_20	5000	False	1250.0
rl_B15_19_31	SMT	B15	rn_B15_19	rn_B15_31	1000	True	2234.3427053592754
rl_B15_1_2	SMT	B15	rn_B15_1	rn_B15_2	5000	False	1250.0
rl_B15_20_21	SMT	B15	rn_B15_20	rn_B15_21	5000	False	14166.666669999999
rl_B15_21_22	SMT	B15	rn_B15_21	rn_B15_22	5000	False	1250.0
rl_B15_22_23	SMT	B15	rn_B15_22	rn_B15_23	5000	False	11250.0
rl_B15_23_24	SMT	B15	rn_B15_23	rn_B15_24	5000	False	1250.0
rl_B15_23_35	SMT	B15	rn_B15_23	rn_B15_35	1000	True	1964.2997406223442
rl_B15_24_25	SMT	B15	rn_B15_24	rn_B15_25	5000	False	9166.666667000001
rl_B15_25_26	SMT	B15	rn_B15_25	rn_B15_26	5000	False	1250.0
rl_B15_25_27	SMT	B15	rn_B15_25	rn_B15_27	1000	True	2234.3427053592754
rl_B15_26_InterBay1_28	SMT	InterBay1	rn_B15_26	rn_InterBay1_28	1000	True	1500.7164763140834
rl_B15_27_28	SMT	B15	rn_B15_27	rn_B15_28	5000	False	3086.614100000006
rl_B15_28_2	SMT	B15	rn_B15_28	rn_B15_2	1000	True	2234.3427053592754
rl_B15_29_30	SMT	B15	rn_B15_29	rn_B15_30	5000	False	3086.614100000006
rl_B15_2_3	SMT	B15	rn_B15_2	rn_B15_3	5000	False	9166.666667000001
rl_B15_30_22	SMT	B15	rn_B15_30	rn_B15_22	1000	True	2234.3427053592754
rl_B15_31_32	SMT	B15	rn_B15_31	rn_B15_32	5000	False	3086.614100000006
rl_B15_32_8	SMT	B15	rn_B15_32	rn_B15_8	1000	True	2234.3427053592754
rl_B15_33_34	SMT	B15	rn_B15_33	rn_B15_34	5000	False	5303.364300000016
rl_B15_34_B14_18	SMT	B15	rn_B15_34	rn_B14_18	1000	True	1964.2997406223442
rl_B15_35_36	SMT	B15	rn_B15_35	rn_B15_36	5000	False	5303.3642999999865
rl_B15_36_B16_4	SMT	B15	rn_B15_36	rn_B16_4	1000	True	1964.2997406223442
rl_B15_3_4	SMT	B15	rn_B15_3	rn_B15_4	5000	False	1250.0
rl_B15_4_5	SMT	B15	rn_B15_4	rn_B15_5	5000	False	11250.0
rl_B15_5_29	SMT	B15	rn_B15_5	rn_B15_29	1000	True	2234.3427053592754
rl_B15_5_6	SMT	B15	rn_B15_5	rn_B15_6	5000	False	1250.0
rl_B15_6_7	SMT	B15	rn_B15_6	rn_B15_7	5000	False	14166.666669999999
rl_B15_7_8	SMT	B15	rn_B15_7	rn_B15_8	5000	False	1250.0
rl_B15_8_9	SMT	B15	rn_B15_8	rn_B15_9	5000	False	11250.0
rl_B15_9_10	SMT	B15	rn_B15_9	rn_B15_10	5000	False	1250.0
rl_B15_9_33	SMT	B15	rn_B15_9	rn_B15_33	1000	True	1964.2997406223442
rl_B16_10_11	SMT	B16	rn_B16_10	rn_B16_11	5000	False	9166.666659999995
rl_B16_11_12	SMT	B16	rn_B16_11	rn_B16_12	5000	False	1250.0
rl_B16_11_13	SMT	B16	rn_B16_11	rn_B16_13	1000	True	2234.3427053592995
rl_B16_12_InterBay2_123	SMT	InterBay2	rn_B16_12	rn_InterBay2_123	1000	True	1500.7164071039226
rl_B16_13_14	SMT	B16	rn_B16_13	rn_B16_14	5000	False	3086.614199999982
rl_B16_14_16	SMT	B16	rn_B16_14	rn_B16_16	1000	True	2234.3427053592995
rl_B16_15_16	SMT	B16	rn_B16_15	rn_B16_16	5000	False	1250.0
rl_B16_16_17	SMT	B16	rn_B16_16	rn_B16_17	5000	False	9166.666659999995
rl_B16_17_18	SMT	B16	rn_B16_17	rn_B16_18	5000	False	1250.0
rl_B16_18_19	SMT	B16	rn_B16_18	rn_B16_19	5000	False	11250.0
rl_B16_19_20	SMT	B16	rn_B16_19	rn_B16_20	5000	False	1250.0
rl_B16_19_31	SMT	B16	rn_B16_19	rn_B16_31	1000	True	2234.3427053592995
rl_B16_1_2	SMT	B16	rn_B16_1	rn_B16_2	5000	False	1250.0
rl_B16_20_21	SMT	B16	rn_B16_20	rn_B16_21	5000	False	14166.666669999999
rl_B16_21_22	SMT	B16	rn_B16_21	rn_B16_22	5000	False	1250.0
rl_B16_22_23	SMT	B16	rn_B16_22	rn_B16_23	5000	False	11250.0
rl_B16_23_24	SMT	B16	rn_B16_23	rn_B16_24	5000	False	1250.0
rl_B16_23_35	SMT	B16	rn_B16_23	rn_B16_35	1000	True	1964.2997406223442
rl_B16_24_25	SMT	B16	rn_B16_24	rn_B16_25	5000	False	9166.666667000001
rl_B16_25_26	SMT	B16	rn_B16_25	rn_B16_26	5000	False	1250.0
rl_B16_25_27	SMT	B16	rn_B16_25	rn_B16_27	1000	True	2234.3427053592995
rl_B16_26_InterBay1_19	SMT	InterBay1	rn_B16_26	rn_InterBay1_19	1000	True	1500.716404327466
rl_B16_27_28	SMT	B16	rn_B16_27	rn_B16_28	5000	False	3086.614199999982
rl_B16_28_2	SMT	B16	rn_B16_28	rn_B16_2	1000	True	2234.3427053592995
rl_B16_29_30	SMT	B16	rn_B16_29	rn_B16_30	5000	False	3086.614199999982
rl_B16_2_3	SMT	B16	rn_B16_2	rn_B16_3	5000	False	9166.666667000001
rl_B16_30_22	SMT	B16	rn_B16_30	rn_B16_22	1000	True	2234.3427053592995
rl_B16_31_32	SMT	B16	rn_B16_31	rn_B16_32	5000	False	3086.614199999982
rl_B16_32_8	SMT	B16	rn_B16_32	rn_B16_8	1000	True	2234.3427053592995
rl_B16_33_34	SMT	B16	rn_B16_33	rn_B16_34	5000	False	5303.3642999999865
rl_B16_34_B15_18	SMT	B16	rn_B16_34	rn_B15_18	1000	True	1964.2997406223442
rl_B16_35_36	SMT	B16	rn_B16_35	rn_B16_36	5000	False	5303.3642999999865
rl_B16_36_B17_4	SMT	B16	rn_B16_36	rn_B17_4	1000	True	1964.2997406223442
rl_B16_3_4	SMT	B16	rn_B16_3	rn_B16_4	5000	False	1250.0
rl_B16_4_5	SMT	B16	rn_B16_4	rn_B16_5	5000	False	11250.0
rl_B16_5_29	SMT	B16	rn_B16_5	rn_B16_29	1000	True	2234.3427053592995
rl_B16_5_6	SMT	B16	rn_B16_5	rn_B16_6	5000	False	1250.0
rl_B16_6_7	SMT	B16	rn_B16_6	rn_B16_7	5000	False	14166.666669999999
rl_B16_7_8	SMT	B16	rn_B16_7	rn_B16_8	5000	False	1250.0
rl_B16_8_9	SMT	B16	rn_B16_8	rn_B16_9	5000	False	11250.0
rl_B16_9_10	SMT	B16	rn_B16_9	rn_B16_10	5000	False	1250.0
rl_B16_9_33	SMT	B16	rn_B16_9	rn_B16_33	1000	True	1964.2997406223442
rl_B17_10_11	SMT	B17	rn_B17_10	rn_B17_11	5000	False	9166.666659999995
rl_B17_11_12	SMT	B17	rn_B17_11	rn_B17_12	5000	False	1250.0
rl_B17_11_13	SMT	B17	rn_B17_11	rn_B17_13	1000	True	2234.3427053592754
rl_B17_12_InterBay2_131	SMT	InterBay2	rn_B17_12	rn_InterBay2_131	1000	True	1500.71647909054
rl_B17_13_14	SMT	B17	rn_B17_13	rn_B17_14	5000	False	3086.614100000006
rl_B17_14_16	SMT	B17	rn_B17_14	rn_B17_16	1000	True	2234.3427053592995
rl_B17_15_16	SMT	B17	rn_B17_15	rn_B17_16	5000	False	1250.0
rl_B17_16_17	SMT	B17	rn_B17_16	rn_B17_17	5000	False	9166.666659999995
rl_B17_17_18	SMT	B17	rn_B17_17	rn_B17_18	5000	False	1250.0
rl_B17_18_19	SMT	B17	rn_B17_18	rn_B17_19	5000	False	11250.0
rl_B17_19_20	SMT	B17	rn_B17_19	rn_B17_20	5000	False	1250.0
rl_B17_19_31	SMT	B17	rn_B17_19	rn_B17_31	1000	True	2234.3427053592995
rl_B17_1_2	SMT	B17	rn_B17_1	rn_B17_2	5000	False	1250.0
rl_B17_20_21	SMT	B17	rn_B17_20	rn_B17_21	5000	False	14166.666669999999
rl_B17_21_22	SMT	B17	rn_B17_21	rn_B17_22	5000	False	1250.0
rl_B17_22_23	SMT	B17	rn_B17_22	rn_B17_23	5000	False	11250.0
rl_B17_23_24	SMT	B17	rn_B17_23	rn_B17_24	5000	False	1250.0
rl_B17_23_35	SMT	B17	rn_B17_23	rn_B17_35	1000	True	1964.2997406223442
rl_B17_24_25	SMT	B17	rn_B17_24	rn_B17_25	5000	False	9166.666667000001
rl_B17_25_26	SMT	B17	rn_B17_25	rn_B17_26	5000	False	1250.0
rl_B17_25_27	SMT	B17	rn_B17_25	rn_B17_27	1000	True	2234.3427053592995
rl_B17_26_InterBay1_10	SMT	InterBay1	rn_B17_26	rn_InterBay1_10	1000	True	1500.7164763140834
rl_B17_27_28	SMT	B17	rn_B17_27	rn_B17_28	5000	False	3086.614100000006
rl_B17_28_2	SMT	B17	rn_B17_28	rn_B17_2	1000	True	2234.3427053592754
rl_B17_29_30	SMT	B17	rn_B17_29	rn_B17_30	5000	False	3086.614100000006
rl_B17_2_3	SMT	B17	rn_B17_2	rn_B17_3	5000	False	9166.666667000001
rl_B17_30_22	SMT	B17	rn_B17_30	rn_B17_22	1000	True	2234.3427053592995
rl_B17_31_32	SMT	B17	rn_B17_31	rn_B17_32	5000	False	3086.614100000006
rl_B17_32_8	SMT	B17	rn_B17_32	rn_B17_8	1000	True	2234.3427053592754
rl_B17_33_34	SMT	B17	rn_B17_33	rn_B17_34	5000	False	5303.3642999999865
rl_B17_34_B16_18	SMT	B17	rn_B17_34	rn_B16_18	1000	True	1964.2997406223442
rl_B17_35_36	SMT	B17	rn_B17_35	rn_B17_36	5000	False	5303.3642999999865
rl_B17_36_B18_4	SMT	B17	rn_B17_36	rn_B18_4	1000	True	1964.2997406223442
rl_B17_3_4	SMT	B17	rn_B17_3	rn_B17_4	5000	False	1250.0
rl_B17_4_5	SMT	B17	rn_B17_4	rn_B17_5	5000	False	11250.0
rl_B17_5_29	SMT	B17	rn_B17_5	rn_B17_29	1000	True	2234.3427053592754
rl_B17_5_6	SMT	B17	rn_B17_5	rn_B17_6	5000	False	1250.0
rl_B17_6_7	SMT	B17	rn_B17_6	rn_B17_7	5000	False	14166.666669999999
rl_B17_7_8	SMT	B17	rn_B17_7	rn_B17_8	5000	False	1250.0
rl_B17_8_9	SMT	B17	rn_B17_8	rn_B17_9	5000	False	11250.0
rl_B17_9_10	SMT	B17	rn_B17_9	rn_B17_10	5000	False	1250.0
rl_B17_9_33	SMT	B17	rn_B17_9	rn_B17_33	1000	True	1964.2997406223442
rl_B18_10_11	SMT	B18	rn_B18_10	rn_B18_11	5000	False	9166.666659999995
rl_B18_11_12	SMT	B18	rn_B18_11	rn_B18_12	5000	False	1250.0
