NAME	TOOL_GROUP	BAY	WIDTH	HEIGHT	POSITION_X	POSITION_Y
ECH0287	DE_FE_62	A8	2482,66825	5226,67	117376,2884	81250,05182
ECH0288	DE_FE_62	A8	2482,66825	3658,669	117376,2884	77291,71596
ECH0289	DE_FE_62	A9	2482,66825	3658,669	122453,771	80344,43798
ECH0290	DE_FE_62	A9	2482,66825	3658,669	122453,771	82500,05261
ECH0291	DE_FE_62	A9	2482,66825	3658,669	122453,771	89166,72353
ECH0292	DE_FE_62	A9	2482,66825	3658,669	122453,771	93750,05979
ECH0293	DE_FE_62	A9	2482,66825	3658,669	122453,771	100625,0642
ECH0294	DE_FE_70	A9	2482,66825	3658,669	122453,771	103958,3996
ECH0295	DE_FE_70	A9	2482,66825	3658,669	122453,771	107291,7351
ECH0296	DE_FE_70	A9	2482,66825	3136,002	122453,771	110416,7371
ECH0297	DE_FE_70	A9	2482,66825	3658,669	122453,771	116041,7407
ECH0298	DE_FE_70	A9	2482,66825	5226,67	122453,771	120416,7435
ECH0299	DE_FE_70	A9	2482,66825	4181,336	122453,771	128750,0821
ECH0300	DE_FE_70	A9	2482,66825	4181,336	122453,771	132500,0845
ECH0301	DE_FE_70	A9	2482,66825	4181,336	132500,7065	132500,0845
ECH0302	DE_FE_70	A9	2482,66825	4181,336	132500,7065	128333,4152
ECH0303	DE_FE_70	A9	2482,66825	4181,336	132500,7065	122083,4112
ECH0304	DE_FE_70	A9	2482,66825	4181,336	132500,7065	117500,0749
ECH0305	DE_FE_70	A9	2482,66825	7317,338	132500,7065	105208,4004
ECH0306	DE_FE_70	A9	2482,66825	5226,67	132500,7065	93750,05979
ECH0307	DE_FE_70	A9	2482,66825	5226,67	132500,7065	89166,72353
ECH0308	DE_FE_71	A9	2482,66825	5226,67	132500,7065	80208,38449
ECH0309	DE_FE_71	A10	2482,66825	2613,335	137578,1891	79927,77105
ECH0310	DE_FE_71	A10	2482,66825	2613,335	137578,1891	82500,05261
ECH0311	DE_FE_71	A10	2482,66825	2613,335	137578,1891	90833,39126
ECH0312	DE_FE_71	A10	2482,66825	2613,335	137578,1891	95000,06059
ECH0313	DE_FE_71	A10	2482,66825	2613,335	137578,1891	101250,0646
ECH0314	DE_FE_71	A10	2482,66825	2613,335	137578,1891	105416,7339
ECH0315	DE_FE_71	A10	2482,66825	2613,335	137578,1891	109583,4032
ECH0316	DE_FE_71	A10	2482,66825	2613,335	137578,1891	116666,7411
ECH0317	DE_FE_71	A10	2482,66825	2613,335	137578,1891	120833,4104
ECH0318	DE_FE_71	A10	2482,66825	2613,335	137578,1891	129166,749
ECH0319	DE_FE_71	A10	2482,66825	2613,335	137578,1891	133333,4184
ECH0320	DE_FE_71	A10	2482,66825	2613,335	147625,1246	132083,4176
ECH0321	DE_FE_71	A10	2482,66825	2613,335	147625,1246	128333,4152
ECH0322	DE_FE_71	A10	2482,66825	2613,335	147625,1246	121666,7443
ECH0323	DE_FE_71	A10	2482,66825	2613,335	147625,1246	118333,4088
ECH0324	DE_FE_71	A10	2482,66825	2613,335	147625,1246	115416,7403
ECH0325	DE_FE_71	A10	2482,66825	2613,335	147625,1246	110208,4036
ECH0326	DE_FE_71	A10	2482,66825	2613,335	147625,1246	107708,402
ECH0327	DE_FE_71	A10	2482,66825	2613,335	147625,1246	105208,4004
ECH0328	DE_FE_71	A10	2482,66825	2613,335	147625,1246	102708,3988
ECH0329	DE_FE_71	A10	2482,66825	2613,335	147625,1246	100208,3972
ECH0330	DE_FE_71	A10	2482,66825	2613,335	147625,1246	93750,05979
ECH0331	DE_FE_72	A10	2482,66825	2613,335	147625,1246	91250,0582
ECH0332	DE_FE_72	A10	2482,66825	2613,335	147625,1246	88750,0566
ECH0333	DE_FE_72	A10	2482,66825	2613,335	147625,1246	81250,05182
ECH0334	DE_FE_72	A10	2482,66825	2613,335	147625,1246	77083,38249
ECH0335	DE_FE_72	A11	2482,66825	2090,668	152702,6073	78677,77025
ECH0336	DE_FE_72	A11	2482,66825	2090,668	152702,6073	80761,10491
ECH0337	DE_FE_72	A11	2482,66825	2090,668	152702,6073	82844,43957
ECH0338	DE_FE_72	A11	2482,66825	2090,668	152702,6073	87500,0558
ECH0339	DE_FE_72	A11	2482,66825	2090,668	152702,6073	89583,39047
ECH0340	DE_FE_72	A11	2482,66825	2090,668	152702,6073	91666,72513
ECH0341	DE_FE_72	A11	2482,66825	2090,668	152702,6073	93750,05979
ECH0342	DE_FE_72	A11	2482,66825	2090,668	152702,6073	100000,0638
ECH0343	DE_FE_72	A11	2482,66825	2090,668	152702,6073	102083,3984
ECH0344	DE_FE_72	A11	2482,66825	2090,668	152702,6073	104166,7331
ECH0345	DE_FE_86	A11	2482,66825	2090,668	152702,6073	106250,0678
ECH0346	DE_FE_86	A11	2482,66825	2090,668	152702,6073	108333,4024
ECH0347	DE_FE_86	A11	2482,66825	2090,668	152702,6073	110416,7371
ECH0348	DE_FE_86	A11	2482,66825	2090,668	152702,6073	115416,7403
ECH0349	DE_FE_86	A11	2482,66825	2090,668	152702,6073	117500,0749
ECH0350	DE_FE_86	A11	2482,66825	2090,668	152702,6073	119583,4096
ECH0351	DE_FE_86	A11	2482,66825	2090,668	152702,6073	121666,7443
ECH0352	DE_FE_86	A11	2482,66825	2090,668	152702,6073	127916,7482
ECH0353	DE_FE_86	A11	2482,66825	2090,668	152702,6073	130000,0829
ECH0354	DE_FE_86	A11	2482,66825	2090,668	152702,6073	132083,4176
ECH0355	DE_FE_86	A11	2482,66825	2090,668	162749,5428	133333,4184
ECH0356	DE_FE_86	A11	2482,66825	2090,668	162749,5428	131250,0837
ECH0357	DE_FE_86	A11	2482,66825	2090,668	162749,5428	129166,749
ECH0358	DE_FE_86	A11	2482,66825	2090,668	162749,5428	122916,7451
ECH0359	DE_FE_86	A11	2482,66825	2090,668	162749,5428	120833,4104
ECH0360	DE_FE_86	A11	2482,66825	2090,668	162749,5428	118750,0757
ECH0361	DE_FE_86	A11	2482,66825	2090,668	162749,5428	116666,7411
ECH0362	DE_FE_86	A11	2482,66825	2090,668	162749,5428	110416,7371
ECH0363	DE_FE_86	A11	2482,66825	2090,668	162749,5428	108333,4024
ECH0364	DE_FE_86	A11	2482,66825	2090,668	162749,5428	106250,0678
ECH0365	DE_FE_86	A11	2482,66825	2090,668	162749,5428	104166,7331
ECH0366	DE_FE_86	A11	2482,66825	2090,668	162749,5428	102083,3984
ECH0367	DE_FE_86	A11	2482,66825	2090,668	162749,5428	100000,0638
ECH0368	DE_FE_86	A11	2482,66825	2090,668	162749,5428	95000,06059
ECH0369	DE_FE_86	A11	2482,66825	2090,668	162749,5428	92916,72592
ECH0370	DE_FE_86	A11	2482,66825	2090,668	162749,5428	90833,39126
ECH0371	DE_FE_86	A11	2482,66825	2090,668	162749,5428	88750,0566
ECH0372	DE_FE_86	A11	2482,66825	2090,668	162749,5428	82500,05261
ECH0373	DE_FE_86	A11	2482,66825	2090,668	162749,5428	80416,71795
ECH0374	DE_FE_86	A11	2482,66825	2090,668	162749,5428	78333,38329
ECH0375	DE_FE_86	A12	2482,66825	2090,668	167827,0253	78677,77025
ECH0376	DE_FE_86	A12	2482,66825	2090,668	167827,0253	80761,10491
ECH0377	DE_FE_86	A12	2482,66825	2090,668	167827,0253	82844,43957
ECH0378	DE_FE_86	A12	2482,66825	2090,668	167827,0253	87500,0558
ECH0379	DE_FE_86	A12	2482,66825	2090,668	167827,0253	89583,39047
ECH0380	DE_FE_86	A12	2482,66825	2090,668	167827,0253	91666,72513
ECH0381	DE_FE_86	A12	2482,66825	2090,668	167827,0253	93750,05979
ECH0382	DE_FE_86	A12	2482,66825	2090,668	167827,0253	100000,0638
ECH0383	DE_FE_86	A12	2482,66825	2090,668	167827,0253	102083,3984
ECH0384	DE_FE_86	A12	2482,66825	2090,668	167827,0253	104166,7331
ECH0385	DE_FE_86	A12	2482,66825	2090,668	167827,0253	106250,0678
ECH0386	DE_FE_86	A12	2482,66825	2090,668	167827,0253	108333,4024
ECH0387	DE_FE_86	A12	2482,66825	2090,668	167827,0253	110416,7371
ECH0388	DE_FE_86	A12	2482,66825	2090,668	167827,0253	115416,7403
ECH0389	DE_FE_86	A12	2482,66825	2090,668	167827,0253	117500,0749
ECH0390	DE_FE_86	A12	2482,66825	2090,668	167827,0253	119583,4096
ECH0391	DE_FE_86	A12	2482,66825	2090,668	167827,0253	121666,7443
ECH0392	DE_FE_86	A12	2482,66825	2090,668	167827,0253	127916,7482
ECH0393	DE_FE_86	A12	2482,66825	2090,668	167827,0253	130000,0829
ECH0394	DE_FE_86	A12	2482,66825	2090,668	167827,0253	132083,4176
ECH0395	DE_FE_86	A12	2482,66825	2090,668	177873,9608	133333,4184
ECH0396	DE_FE_86	A12	2482,66825	2090,668	177873,9608	131250,0837
ECH0397	DE_FE_86	A12	2482,66825	2090,668	177873,9608	129166,749
ECH0398	DE_FE_86	A12	2482,66825	2090,668	177873,9608	122916,7451
ECH0399	DE_FE_86	A12	2482,66825	2090,668	177873,9608	120833,4104
ECH0400	DE_FE_86	A12	2482,66825	2090,668	177873,9608	118750,0757
ECH0401	DE_FE_86	A12	2482,66825	2090,668	177873,9608	116666,7411
ECH0402	DE_FE_86	A12	2482,66825	2090,668	177873,9608	110416,7371
ECH0403	DE_FE_86	A12	2482,66825	2090,668	177873,9608	108333,4024
ECH0404	DE_FE_86	A12	2482,66825	2090,668	177873,9608	106250,0678
ECH0405	DE_FE_86	A12	2482,66825	2090,668	177873,9608	104166,7331
ECH0406	DE_FE_86	A12	2482,66825	2090,668	177873,9608	102083,3984
ECH0407	DE_FE_86	A12	2482,66825	2090,668	177873,9608	100000,0638
ECH0408	DE_FE_86	A12	2482,66825	2090,668	177873,9608	95000,06059
ECH0409	DE_FE_86	A12	2482,66825	2090,668	177873,9608	92916,72592
ECH0410	DE_FE_86	A12	2482,66825	2090,668	177873,9608	90833,39126
ECH0411	DE_FE_86	A12	2482,66825	2090,668	177873,9608	88750,0566
ECH0412	DE_FE_86	A12	2482,66825	2090,668	177873,9608	82500,05261
ECH0413	DE_FE_86	A12	2482,66825	2090,668	177873,9608	80416,71795
ECH0414	DE_FE_86	A12	2482,66825	2090,668	177873,9608	78333,38329
ECH0415	DE_FE_86	A13	2482,66825	2613,335	182951,4435	79683,29759
ECH0416	DE_FE_86	A13	2482,66825	2613,335	182951,4435	82808,29959
ECH0417	DE_FE_86	A13	2482,66825	2613,335	182951,4435	87708,38927
ECH0418	DE_FE_86	A13	2482,66825	2613,335	182951,4435	90208,39086
ECH0419	DE_FE_86	A13	2482,66825	2613,335	182951,4435	92708,39246
ECH0420	DE_FE_86	A13	2482,66825	2613,335	182951,4435	95208,39405
ECH0421	DE_FE_86	A13	2482,66825	2613,335	182951,4435	101250,0646
ECH0422	DE_FE_86	A13	2482,66825	2613,335	182951,4435	104375,0666
ECH0423	DE_FE_86	A13	2482,66825	2613,335	182951,4435	107500,0686
ECH0424	DE_FE_86	A13	2482,66825	2613,335	182951,4435	110625,0706
ECH0425	DE_FE_86	A13	2482,66825	2613,335	182951,4435	115625,0737
ECH0426	DE_FE_86	A13	2482,66825	2613,335	182951,4435	118750,0757
ECH0427	DE_FE_86	A13	2482,66825	2613,335	182951,4435	121875,0777
ECH0428	DE_FE_86	A13	2482,66825	2613,335	182951,4435	128125,0817
ECH0429	DE_FE_86	A13	2482,66825	2613,335	182951,4435	130625,0833
ECH0430	DE_FE_86	A13	2482,66825	2613,335	182951,4435	133125,0849
ECH0431	DE_FE_86	A13	2482,66825	3658,669	192998,379	133125,0849
ECH0432	DE_FE_86	A13	2482,66825	3658,669	192998,379	130000,0829
ECH0433	DE_FE_86	A13	2482,66825	3658,669	192998,379	122708,4116
ECH0434	DE_FE_86	A13	2482,66825	2613,335	192998,379	120208,41
ECH0435	DE_FE_86	A13	2482,66825	2613,335	192998,379	117708,4084
ECH0436	DE_FE_86	A13	2482,66825	2613,335	192998,379	115208,4068
ECH0437	DE_FE_86	A13	2482,66825	2613,335	192998,379	110000,0702
ECH0438	DE_FE_86	A13	2482,66825	2613,335	192998,379	107500,0686
ECH0439	DE_FE_86	A13	2482,66825	2613,335	192998,379	105000,067
ECH0440	DE_FE_86	A13	2482,66825	2613,335	192998,379	102500,0654
ECH0441	DE_FE_86	A13	2482,66825	2613,335	192998,379	100000,0638
ECH0442	DE_FE_86	A13	2482,66825	2613,335	192998,379	93333,39286
ECH0443	DE_FE_86	A13	2482,66825	2613,335	192998,379	88333,38967
ECH0444	DE_FE_86	A13	2482,66825	2613,335	192998,379	78750,05022
ECH0445	DE_FE_86	A14	2482,66825	3920,0025	198075,8616	79895,88433
ECH0446	DE_FE_86	A14	2482,66825	3920,0025	198075,8616	88229,22298
ECH0447	DE_FE_86	A14	2482,66825	3920,0025	198075,8616	91770,8919
ECH0448	DE_FE_86	A14	2482,66825	3136,002	198075,8616	95000,06059
ECH0449	DE_FE_86	A14	2482,66825	3920,0025	198075,8616	100729,2309
ECH0450	DE_FE_86	A14	2482,66825	3920,0025	198075,8616	104270,8999
ECH0451	DE_FE_86	A14	2482,66825	3920,0025	198075,8616	107812,5688
ECH0452	DE_FE_86	A14	2482,66825	3136,002	198075,8616	115833,4072
ECH0453	DE_FE_86	A14	2482,66825	3136,002	198075,8616	118958,4092
ECH0454	DE_FE_86	A14	2482,66825	3136,002	198075,8616	121875,0777
ECH0455	DE_FE_86	A14	2482,66825	3136,002	198075,8616	128333,4152
ECH0456	DE_FE_86	A14	2482,66825	3136,002	198075,8616	131250,0837
ECH0457	DE_FE_86	A14	2482,66825	2613,335	198075,8616	133958,4188
ECH0458	DE_FE_86	A14	2482,66825	3136,002	208122,7971	131875,0841
ECH0459	DE_FE_86	A14	2482,66825	3136,002	208122,7971	128125,0817
ECH0460	DE_FE_86	A14	2482,66825	3920,0025	208122,7971	120104,2433
ECH0461	DE_FE_86	A14	2482,66825	3920,0025	208122,7971	107604,2353
ECH0462	DE_FE_86	A14	2482,66825	3920,0025	208122,7971	101354,2313
ECH0463	DE_FE_86	A14	2482,66825	3920,0025	208122,7971	92187,55883
ECH0464	DE_FE_86	A14	2482,66825	3920,0025	208122,7971	79687,55082
ECH0465	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	79062,55042
ECH0466	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	89479,22377
ECH0467	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	94270,89349
ECH0468	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	104062,5664
ECH0469	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	109270,9031
ECH0470	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	117395,9082
ECH0471	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	121354,2441
ECH0472	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	128854,2489
ECH0473	DE_FE_86	A15	2482,66825	4442,6695	213200,2796	132812,5847
ECH0474	DE_FE_86	A15	2482,66825	4442,6695	223247,2152	132395,9178
ECH0475	DE_FE_86	A15	2482,66825	4442,6695	223247,2152	128437,582
ECH0476	DE_FE_86	A15	2482,66825	4442,6695	223247,2152	121979,2445
ECH0477	DE_FE_86	A15	2482,66825	4442,6695	223247,2152	118020,9086
ECH0478	DE_FE_86	A15	2482,66825	3920,0025	223247,2152	109687,57
ECH0479	DE_FE_86	A15	2482,66825	3920,0025	223247,2152	106145,9011
ECH0480	DE_FE_86	A15	2482,66825	3920,0025	223247,2152	102604,2321
ECH0481	DE_FE_86	A15	2482,66825	3136,002	223247,2152	92500,05899
ECH0482	DE_FE_86	A15	2482,66825	3136,002	223247,2152	89375,057
ECH0483	DE_FE_86	A15	2482,66825	3136,002	223247,2152	81041,71835
ECH0484	DE_FE_86	A15	2482,66825	3136,002	223247,2152	77291,71596
ECH0485	DE_FE_86	A16	2482,66825	3920,0025	228324,6978	78854,21696
ECH0486	DE_FE_86	A16	2482,66825	3920,0025	228324,6978	89270,89031
ECH0487	DE_FE_86	A16	2482,66825	3920,0025	228324,6978	93437,55963
ECH0488	DE_FE_86	A16	2482,66825	3920,0025	228324,6978	101770,8983
ECH0489	DE_FE_86	A16	2482,66825	3920,0025	228324,6978	105729,2341
ECH0490	DE_FE_86	A16	2482,66825	3920,0025	228324,6978	109687,57
ECH0491	DE_FE_86	A16	2482,66825	2613,335	228324,6978	115625,0737
ECH0492	DE_FE_86	A16	2482,66825	2613,335	228324,6978	118750,0757
ECH0493	DE_FE_86	A16	2482,66825	2613,335	228324,6978	121875,0777
ECH0494	WE_BE_14	B15	2482,66825	3658,669	213200,2796	35208,35579
ECH0495	WE_BE_14	B15	2482,66825	3658,669	213200,2796	38541,69125
ECH0496	WE_BE_14	B15	2482,66825	3136,002	213200,2796	41666,69324
ECH0497	WE_BE_14	B15	2482,66825	3658,669	213200,2796	47291,69683
ECH0498	WE_BE_14	B15	2482,66825	3658,669	213200,2796	50625,03229
ECH0499	WE_BE_16	B15	2482,66825	3658,669	213200,2796	53958,36775
ECH0500	WE_BE_16	B15	2482,66825	3658,669	213200,2796	59791,7048
ECH0501	WE_BE_16	B15	2482,66825	3658,669	213200,2796	64375,04106
ECH0502	WE_BE_16	B15	2482,66825	3658,669	223247,2152	63161,18025
ECH0503	WE_BE_16	B15	2482,66825	3658,669	223247,2152	59791,7048
ECH0504	WE_BE_16	B15	2482,66825	3658,669	223247,2152	53541,70081
ECH0505	WE_BE_16	B15	2482,66825	3658,669	223247,2152	50208,36535
ECH0506	WE_BE_16	B15	2482,66825	3658,669	223247,2152	46875,02989
ECH0507	WE_BE_17	B15	2482,66825	3658,669	223247,2152	40000,02551
ECH0508	WE_BE_17	B15	2482,66825	3658,669	223247,2152	31666,68686
ECH0509	WE_BE_7	B15	2482,66825	3658,669	223247,2152	21666,68048
ECH0510	WE_BE_81	B15	2482,66825	3658,669	223247,2152	9166,672513
ECH0511	WE_BE_81	B16	2482,66825	3920,0025	228324,6978	11145,84044
ECH0512	WE_BE_81	B16	2482,66825	3920,0025	228324,6978	23645,84841
ECH0513	WE_BE_82	B16	2482,66825	3658,669	228324,6978	31875,02033
ECH0514	WE_BE_82	B16	2482,66825	3658,669	228324,6978	35208,35579
ECH0515	WE_BE_82	B16	2482,66825	3658,669	228324,6978	38541,69125
ECH0516	WE_BE_82	B16	2482,66825	3658,669	228324,6978	41875,02671
ECH0517	WE_BE_82	B16	2482,66825	3658,669	228324,6978	47291,69683
ECH0518	WE_BE_82	B16	2482,66825	3658,669	228324,6978	50625,03229
ECH0519	WE_BE_82	B16	2482,66825	3658,669	228324,6978	53958,36775
ECH0520	WE_BE_82	B16	2482,66825	3658,669	228324,6978	59791,7048
ECH0521	WE_BE_82	B16	2482,66825	3658,669	228324,6978	63125,04026
ECH0522	WE_BE_82	B16	2482,66825	3658,669	238371,6333	63161,18025
ECH0523	WE_BE_9	B16	2482,66825	3658,669	238371,6333	60625,03866
ECH0524	WE_BE_9	B16	2482,66825	3658,669	238371,6333	53541,70081
ECH0525	WE_BE_9	B16	2482,66825	3658,669	238371,6333	50208,36535
ECH0526	WE_BE_9	B16	2482,66825	3658,669	238371,6333	46875,02989
ECH0527	WE_BE_9	B16	2482,66825	3658,669	238371,6333	40000,02551
ECH0528	WE_FE_108	B16	2482,66825	3658,669	238371,6333	35833,35619
ECH0529	WE_FE_108	B16	2482,66825	3658,669	238371,6333	31666,68686
ECH0530	WE_FE_108	B16	2482,66825	3658,669	238371,6333	24583,34901
ECH0531	WE_FE_108	B16	2482,66825	3658,669	238371,6333	20416,67969
ECH0532	WE_FE_108	B16	2482,66825	3658,669	238371,6333	11041,67371
ECH0533	WE_FE_108	B17	2482,66825	3920,0025	243449,1159	11145,84044
ECH0534	WE_FE_108	B17	2482,66825	3136,002	243449,1159	20208,34622
ECH0535	WE_FE_108	B17	2482,66825	3136,002	243449,1159	24375,01555
ECH0536	WE_FE_108	B17	2482,66825	3658,669	243449,1159	31875,02033
ECH0537	WE_FE_108	B17	2482,66825	3658,669	243449,1159	35208,35579
ECH0538	WE_FE_108	B17	2482,66825	3658,669	243449,1159	38541,69125
ECH0539	WE_FE_108	B17	2482,66825	3136,002	243449,1159	41666,69324
ECH0540	WE_FE_108	B17	2482,66825	3658,669	243449,1159	47291,69683
ECH0541	WE_FE_108	B17	2482,66825	3658,669	243449,1159	50625,03229
ECH0542	WE_FE_108	B17	2482,66825	3658,669	243449,1159	53958,36775
ECH0543	WE_FE_108	B17	2482,66825	3658,669	243449,1159	59791,7048
ECH0544	WE_FE_108	B17	2482,66825	3658,669	243449,1159	63125,04026
ECH0545	WE_FE_108	B17	2482,66825	3658,669	253496,0515	63161,18025
ECH0546	WE_FE_108	B17	2482,66825	3658,669	253496,0515	59375,03787
ECH0547	WE_FE_108	B17	2482,66825	3658,669	253496,0515	53541,70081
ECH0548	WE_FE_108	B17	2482,66825	3658,669	253496,0515	50208,36535
ECH0549	WE_FE_108	B17	2482,66825	3658,669	253496,0515	46875,02989
ECH0550	WE_FE_108	B17	2482,66825	3136,002	253496,0515	41250,02631
ECH0551	WE_FE_108	B17	2482,66825	3136,002	253496,0515	38333,35778
ECH0552	WE_FE_108	B17	2482,66825	3136,002	253496,0515	35416,68925
ECH0553	WE_FE_108	B17	2482,66825	3136,002	253496,0515	32500,02073
ECH0554	WE_FE_108	B17	2482,66825	3136,002	253496,0515	25833,34981
ECH0555	WE_FE_108	B17	2482,66825	3136,002	253496,0515	22916,68128
ECH0556	WE_FE_108	B17	2482,66825	3136,002	253496,0515	20000,01276
ECH0557	WE_FE_108	B17	2482,66825	3136,002	253496,0515	13333,34184
ECH0558	WE_FE_108	B17	2482,66825	2613,335	253496,0515	10625,00678
ECH0559	WE_FE_41	B17	2482,66825	2613,335	253496,0515	8125,005182
ECH0560	WE_FE_41	B18	2482,66825	3920,0025	258573,534	11145,84044
ECH0561	WE_FE_41	B18	2482,66825	3136,002	258573,534	20208,34622
ECH0562	WE_FE_41	B18	2482,66825	3136,002	258573,534	24375,01555
ECH0563	WE_FE_41	B18	2482,66825	3658,669	258573,534	31875,02033
ECH0564	WE_FE_41	B18	2482,66825	3658,669	258573,534	35208,35579
ECH0565	WE_FE_47	B18	2482,66825	3658,669	258573,534	38541,69125
ECH0566	WE_FE_47	B18	2482,66825	3136,002	258573,534	41666,69324
ECH0567	WE_FE_47	B18	2482,66825	3658,669	258573,534	47291,69683
ECH0568	WE_FE_47	B18	2482,66825	3658,669	258573,534	50625,03229
ECH0569	WE_FE_47	B18	2482,66825	3658,669	258573,534	53958,36775
ECH0570	WE_FE_8	B18	2482,66825	3658,669	258573,534	59791,7048
ECH0571	WE_FE_8	B18	2482,66825	3658,669	258573,534	63125,04026
ECH0572	WE_FE_83	B18	2482,66825	3658,669	268620,4695	63161,18025
ECH0573	WE_FE_83	B18	2482,66825	3658,669	268620,4695	59375,03787
ECH0574	WE_FE_83	B18	2482,66825	3658,669	268620,4695	53541,70081
ECH0575	WE_FE_83	B18	2482,66825	3658,669	268620,4695	50208,36535
ECH0576	WE_FE_83	B18	2482,66825	3658,669	268620,4695	46875,02989
ECH0577	WE_FE_83	B18	2482,66825	3136,002	268620,4695	41250,02631
ECH0578	WE_FE_84	B18	2482,66825	3136,002	268620,4695	38333,35778
ECH0579	WE_FE_84	B18	2482,66825	3136,002	268620,4695	35416,68925
ECH0580	WE_FE_84	B18	2482,66825	3136,002	268620,4695	32500,02073
ECH0581	WE_FE_84	B18	2482,66825	3136,002	268620,4695	25833,34981
ECH0582	WE_FE_84	B18	2482,66825	3136,002	268620,4695	22916,68128
ECH0583	WE_FE_84	B18	2482,66825	3136,002	268620,4695	20000,01276
ECH0584	WE_FE_84	B18	2482,66825	3136,002	268620,4695	13333,34184
ECH0585	WE_FE_84	B18	2482,66825	2613,335	268620,4695	10625,00678
ECH0586	WE_FE_84	B18	2482,66825	2613,335	268620,4695	8125,005182
ECH0587	WE_FE_84	B19	2482,66825	3920,0025	273697,9521	11145,84044
ECH0588	WE_FE_84	B19	2482,66825	3136,002	273697,9521	19166,67889
ECH0589	WE_FE_84	B19	2482,66825	3136,002	273697,9521	22083,34742
ECH0590	WE_FE_84	B19	2482,66825	3136,002	273697,9521	25000,01594
ECH0591	WE_FE_84	B19	2482,66825	3136,002	273697,9521	31666,68686
ECH0592	WE_FE_84	B19	2482,66825	3658,669	273697,9521	34791,68886
ECH0593	WE_FE_84	B19	2482,66825	3658,669	273697,9521	39166,69165
ECH0594	WE_FE_84	B19	2482,66825	3658,669	273697,9521	47291,69683
ECH0595	WE_FE_84	B19	2482,66825	3658,669	273697,9521	50625,03229
ECH0596	WE_FE_85	B19	2482,66825	3658,669	273697,9521	53958,36775
ECH0597	WE_FE_85	B19	2482,66825	3658,669	273697,9521	59791,7048
IMP0101	EPI_38	B19	2482,66825	2090,668	283744,8876	63161,18025
IMP0102	EPI_36	B19	2482,66825	2090,668	283744,8876	60625,03866
IMP0103	EPI_36	B19	2482,66825	2090,668	283744,8876	53541,70081
IMP0104	Implant_119	B19	2482,66825	2090,668	283744,8876	50208,36535
IMP0105	Implant_119	B19	2482,66825	2090,668	283744,8876	46875,02989
IMP0106	Implant_128	B19	2482,66825	2090,668	283744,8876	41250,02631
IMP0107	Implant_128	B19	2482,66825	2090,668	283744,8876	38333,35778
IMP0108	Implant_128	B19	2482,66825	2090,668	283744,8876	35416,68925
IMP0109	Implant_128	B19	2482,66825	2090,668	283744,8876	32500,02073
IMP0110	Implant_128	B19	2482,66825	2090,668	283744,8876	25833,34981
IMP0111	Implant_128	B19	2482,66825	2090,668	283744,8876	22916,68128
IMP0112	Implant_128	B19	2482,66825	2090,668	283744,8876	20000,01276
IMP0113	Implant_128	B19	2482,66825	2090,668	283744,8876	12083,34104
IMP0114	Implant_128	B19	2482,66825	2090,668	283744,8876	8750,00558
IMP0115	Implant_128	B20	2482,66825	2090,668	288822,3703	11145,84044
IMP0116	Implant_128	B20	2482,66825	2090,668	288822,3703	19166,67889
IMP0117	Implant_132	B20	2482,66825	2090,668	288822,3703	22083,34742
IMP0118	Implant_132	B20	2482,66825	2090,668	288822,3703	25000,01594
IMP0119	Implant_132	B20	2482,66825	2090,668	288822,3703	31666,68686
IMP0120	Implant_132	B20	2482,66825	2090,668	288822,3703	34791,68886
IMP0121	Implant_132	B20	2482,66825	2090,668	288822,3703	39166,69165
IMP0122	Implant_132	B20	2482,66825	2090,668	288822,3703	47291,69683
IMP0123	Implant_132	B20	2482,66825	2090,668	288822,3703	50625,03229
IMP0124	Implant_74	B20	2482,66825	2090,668	288822,3703	53958,36775
IMP0125	Implant_74	B20	2482,66825	2090,668	288822,3703	59791,7048
IMP0126	Implant_88	B20	2482,66825	2090,668	288822,3703	63125,04026
IMP0127	Implant_88	B20	2482,66825	2090,668	298869,3058	63161,18025
IMP0128	Implant_90	B20	2482,66825	2090,668	298869,3058	60625,03866
IMP0129	Implant_90	B20	2482,66825	2090,668	298869,3058	53541,70081
IMP0130	Implant_91	B20	2482,66825	2090,668	298869,3058	50208,36535
IMP0131	Implant_91	B20	2482,66825	2090,668	298869,3058	46875,02989
IMP0132	Implant_91	B20	2482,66825	2090,668	298869,3058	41250,02631
IMP0133	Implant_91	B20	2482,66825	2090,668	298869,3058	38333,35778
IMP0134	Implant_91	B20	2482,66825	2090,668	298869,3058	35416,68925
IMP0135	Implant_91	B20	2482,66825	2090,668	298869,3058	32500,02073
IMP0136	Implant_91	B20	2482,66825	2090,668	298869,3058	25833,34981
LITH0101	Litho_BE_110	B1	2482,66825	3920,0025	1458,426128	11145,84044
LITH0102	Litho_BE_110	B1	2482,66825	3920,0025	1458,426128	20520,84642
LITH0103	Litho_BE_110	B1	2482,66825	3920,0025	1458,426128	25729,18308
