NAME	FAB_NAME	PORT_TYPE	EQP_NAME	RAILLINE_NAME	DISTANCE
A1_RSTB_64_Port	SMT	RSTB	,	rl_A1_10_11	1667
A1_RSTB_65_Port	SMT	RSTB	,	rl_A1_10_11	2292
A1_RSTB_66_Port	SMT	RSTB	,	rl_A1_10_11	2917
A1_RSTB_67_Port	SMT	RSTB	,	rl_A1_10_11	3542
A1_RSTB_68_Port	SMT	RSTB	,	rl_A1_10_11	4167
A1_RSTB_69_Port	SMT	RSTB	,	rl_A1_10_11	4792
A1_RSTB_6_Port	SMT	RSTB	,	rl_A1_2_3	4167
A1_RSTB_70_Port	SMT	RSTB	,	rl_A1_10_11	5417
A1_RSTB_71_Port	SMT	RSTB	,	rl_A1_10_11	6042
A1_RSTB_72_Port	SMT	RSTB	,	rl_A1_10_11	6667
A1_RSTB_73_Port	SMT	RSTB	,	rl_A1_10_11	7292
A1_RSTB_74_Port	SMT	RSTB	,	rl_A1_10_11	7917
A1_RSTB_75_Port	SMT	RSTB	,	rl_A1_16_17	1042
A1_RSTB_76_Port	SMT	RSTB	,	rl_A1_16_17	1667
A1_RSTB_77_Port	SMT	RSTB	,	rl_A1_16_17	2292
A1_RSTB_78_Port	SMT	RSTB	,	rl_A1_16_17	2917
A1_RSTB_79_Port	SMT	RSTB	,	rl_A1_16_17	3542
A1_RSTB_7_Port	SMT	RSTB	,	rl_A1_2_3	4792
A1_RSTB_80_Port	SMT	RSTB	,	rl_A1_16_17	4167
A1_RSTB_81_Port	SMT	RSTB	,	rl_A1_16_17	4792
A1_RSTB_82_Port	SMT	RSTB	,	rl_A1_16_17	5417
A1_RSTB_83_Port	SMT	RSTB	,	rl_A1_16_17	6042
A1_RSTB_84_Port	SMT	RSTB	,	rl_A1_16_17	6667
A1_RSTB_85_Port	SMT	RSTB	,	rl_A1_16_17	7292
A1_RSTB_86_Port	SMT	RSTB	,	rl_A1_16_17	7917
A1_RSTB_87_Port	SMT	RSTB	,	rl_A1_18_19	1042
A1_RSTB_88_Port	SMT	RSTB	,	rl_A1_18_19	1667
A1_RSTB_89_Port	SMT	RSTB	,	rl_A1_18_19	2292
A1_RSTB_8_Port	SMT	RSTB	,	rl_A1_2_3	5417
A1_RSTB_90_Port	SMT	RSTB	,	rl_A1_18_19	2917
A1_RSTB_91_Port	SMT	RSTB	,	rl_A1_18_19	3542
A1_RSTB_92_Port	SMT	RSTB	,	rl_A1_18_19	4167
A1_RSTB_93_Port	SMT	RSTB	,	rl_A1_18_19	4792
A1_RSTB_94_Port	SMT	RSTB	,	rl_A1_18_19	5417
A1_RSTB_95_Port	SMT	RSTB	,	rl_A1_18_19	6042
A1_RSTB_96_Port	SMT	RSTB	,	rl_A1_18_19	6667
A1_RSTB_97_Port	SMT	RSTB	,	rl_A1_18_19	7292
A1_RSTB_98_Port	SMT	RSTB	,	rl_A1_18_19	7917
A1_RSTB_99_Port	SMT	RSTB	,	rl_A1_18_19	8542
A1_RSTB_9_Port	SMT	RSTB	,	rl_A1_2_3	6042
A1_UTB_100_Port	SMT	UTB	,	rl_A1_18_19	9167
A1_UTB_101_Port	SMT	UTB	,	rl_A1_18_19	9792
A1_UTB_102_Port	SMT	UTB	,	rl_A1_20_21	1042
A1_UTB_103_Port	SMT	UTB	,	rl_A1_20_21	1667
A1_UTB_104_Port	SMT	UTB	,	rl_A1_20_21	2292
A1_UTB_105_Port	SMT	UTB	,	rl_A1_20_21	2917
A1_UTB_106_Port	SMT	UTB	,	rl_A1_20_21	3542
A1_UTB_107_Port	SMT	UTB	,	rl_A1_20_21	4167
A1_UTB_108_Port	SMT	UTB	,	rl_A1_20_21	4792
A1_UTB_109_Port	SMT	UTB	,	rl_A1_20_21	5417
A1_UTB_10_Port	SMT	UTB	,	rl_A1_2_3	6667
A1_UTB_110_Port	SMT	UTB	,	rl_A1_20_21	6042
A1_UTB_111_Port	SMT	UTB	,	rl_A1_20_21	6667
A1_UTB_112_Port	SMT	UTB	,	rl_A1_20_21	7292
A1_UTB_113_Port	SMT	UTB	,	rl_A1_20_21	7917
A1_UTB_114_Port	SMT	UTB	,	rl_A1_20_21	8542
A1_UTB_115_Port	SMT	UTB	,	rl_A1_20_21	9167
A1_UTB_116_Port	SMT	UTB	,	rl_A1_20_21	9792
A1_UTB_117_Port	SMT	UTB	,	rl_A1_20_21	10417
A1_UTB_118_Port	SMT	UTB	,	rl_A1_20_21	11042
A1_UTB_119_Port	SMT	UTB	,	rl_A1_20_21	11667
A1_UTB_11_Port	SMT	UTB	,	rl_A1_2_3	7292
A1_UTB_120_Port	SMT	UTB	,	rl_A1_20_21	12292
A1_UTB_121_Port	SMT	UTB	,	rl_A1_20_21	12917
A1_UTB_122_Port	SMT	UTB	,	rl_A1_22_23	1042
A1_UTB_123_Port	SMT	UTB	,	rl_A1_22_23	1667
A1_UTB_124_Port	SMT	UTB	,	rl_A1_22_23	2292
A1_UTB_125_Port	SMT	UTB	,	rl_A1_22_23	2917
A1_UTB_126_Port	SMT	UTB	,	rl_A1_22_23	3542
A1_UTB_127_Port	SMT	UTB	,	rl_A1_22_23	4167
A1_UTB_128_Port	SMT	UTB	,	rl_A1_22_23	4792
A1_UTB_129_Port	SMT	UTB	,	rl_A1_22_23	5417
A1_UTB_12_Port	SMT	UTB	,	rl_A1_2_3	7917
A1_UTB_130_Port	SMT	UTB	,	rl_A1_22_23	6042
A1_UTB_131_Port	SMT	UTB	,	rl_A1_22_23	6667
A1_UTB_132_Port	SMT	UTB	,	rl_A1_22_23	7292
A1_UTB_133_Port	SMT	UTB	,	rl_A1_22_23	7917
A1_UTB_134_Port	SMT	UTB	,	rl_A1_22_23	8542
A1_UTB_135_Port	SMT	UTB	,	rl_A1_22_23	9167
A1_UTB_136_Port	SMT	UTB	,	rl_A1_22_23	9792
A1_UTB_137_Port	SMT	UTB	,	rl_A1_24_25	1042
A1_UTB_138_Port	SMT	UTB	,	rl_A1_24_25	1667
A1_UTB_139_Port	SMT	UTB	,	rl_A1_24_25	2292
A1_UTB_13_Port	SMT	UTB	,	rl_A1_4_5	1042
A1_UTB_140_Port	SMT	UTB	,	rl_A1_24_25	2917
A1_UTB_141_Port	SMT	UTB	,	rl_A1_24_25	3542
A1_UTB_142_Port	SMT	UTB	,	rl_A1_24_25	4167
A1_UTB_143_Port	SMT	UTB	,	rl_A1_24_25	4792
A1_UTB_144_Port	SMT	UTB	,	rl_A1_24_25	5417
A1_UTB_145_Port	SMT	UTB	,	rl_A1_24_25	6042
A1_UTB_146_Port	SMT	UTB	,	rl_A1_24_25	6667
A1_UTB_147_Port	SMT	UTB	,	rl_A1_24_25	7292
A1_UTB_148_Port	SMT	UTB	,	rl_A1_24_25	7917
A1_UTB_14_Port	SMT	UTB	,	rl_A1_4_5	1667
A1_UTB_15_Port	SMT	UTB	,	rl_A1_4_5	2292
A1_UTB_16_Port	SMT	UTB	,	rl_A1_4_5	2917
A1_UTB_17_Port	SMT	UTB	,	rl_A1_4_5	3542
A1_UTB_18_Port	SMT	UTB	,	rl_A1_4_5	4167
A1_UTB_19_Port	SMT	UTB	,	rl_A1_4_5	4792
A1_UTB_1_Port	SMT	UTB	,	rl_A1_2_3	1042
A1_UTB_20_Port	SMT	UTB	,	rl_A1_4_5	5417
A1_UTB_21_Port	SMT	UTB	,	rl_A1_4_5	6042
A1_UTB_22_Port	SMT	UTB	,	rl_A1_4_5	6667
A1_UTB_23_Port	SMT	UTB	,	rl_A1_4_5	7292
A1_UTB_24_Port	SMT	UTB	,	rl_A1_4_5	7917
A1_UTB_25_Port	SMT	UTB	,	rl_A1_4_5	8542
A1_UTB_26_Port	SMT	UTB	,	rl_A1_4_5	9167
A1_UTB_27_Port	SMT	UTB	,	rl_A1_4_5	9792
A1_UTB_28_Port	SMT	UTB	,	rl_A1_6_7	1042
A1_UTB_29_Port	SMT	UTB	,	rl_A1_6_7	1667
A1_UTB_2_Port	SMT	UTB	,	rl_A1_2_3	1667
A1_UTB_30_Port	SMT	UTB	,	rl_A1_6_7	2292
A1_UTB_31_Port	SMT	UTB	,	rl_A1_6_7	2917
A1_UTB_32_Port	SMT	UTB	,	rl_A1_6_7	3542
A1_UTB_33_Port	SMT	UTB	,	rl_A1_6_7	4167
A1_UTB_34_Port	SMT	UTB	,	rl_A1_6_7	4792
A1_UTB_35_Port	SMT	UTB	,	rl_A1_6_7	5417
A1_UTB_36_Port	SMT	UTB	,	rl_A1_6_7	6042
A1_UTB_37_Port	SMT	UTB	,	rl_A1_6_7	6667
A1_UTB_38_Port	SMT	UTB	,	rl_A1_6_7	7292
A1_UTB_39_Port	SMT	UTB	,	rl_A1_6_7	7917
A1_UTB_3_Port	SMT	UTB	,	rl_A1_2_3	2292
A1_UTB_40_Port	SMT	UTB	,	rl_A1_6_7	8542
A1_UTB_41_Port	SMT	UTB	,	rl_A1_6_7	9167
A1_UTB_42_Port	SMT	UTB	,	rl_A1_6_7	9792
A1_UTB_43_Port	SMT	UTB	,	rl_A1_6_7	10417
A1_UTB_44_Port	SMT	UTB	,	rl_A1_6_7	11042
A1_UTB_45_Port	SMT	UTB	,	rl_A1_6_7	11667
A1_UTB_46_Port	SMT	UTB	,	rl_A1_6_7	12292
A1_UTB_47_Port	SMT	UTB	,	rl_A1_6_7	12917
A1_UTB_48_Port	SMT	UTB	,	rl_A1_8_9	1042
A1_UTB_49_Port	SMT	UTB	,	rl_A1_8_9	1667
A1_UTB_4_Port	SMT	UTB	,	rl_A1_2_3	2917
A1_UTB_50_Port	SMT	UTB	,	rl_A1_8_9	2292
A1_UTB_51_Port	SMT	UTB	,	rl_A1_8_9	2917
A1_UTB_52_Port	SMT	UTB	,	rl_A1_8_9	3542
A1_UTB_53_Port	SMT	UTB	,	rl_A1_8_9	4167
A1_UTB_54_Port	SMT	UTB	,	rl_A1_8_9	4792
A1_UTB_55_Port	SMT	UTB	,	rl_A1_8_9	5417
A1_UTB_56_Port	SMT	UTB	,	rl_A1_8_9	6042
A1_UTB_57_Port	SMT	UTB	,	rl_A1_8_9	6667
A1_UTB_58_Port	SMT	UTB	,	rl_A1_8_9	7292
A1_UTB_59_Port	SMT	UTB	,	rl_A1_8_9	7917
A1_UTB_5_Port	SMT	UTB	,	rl_A1_2_3	3542
A1_UTB_60_Port	SMT	UTB	,	rl_A1_8_9	8542
A1_UTB_61_Port	SMT	UTB	,	rl_A1_8_9	9167
A1_UTB_62_Port	SMT	UTB	,	rl_A1_8_9	9792
A1_UTB_63_Port	SMT	UTB	,	rl_A1_10_11	1042
A1_UTB_64_Port	SMT	UTB	,	rl_A1_10_11	1667
A1_UTB_65_Port	SMT	UTB	,	rl_A1_10_11	2292
A1_UTB_66_Port	SMT	UTB	,	rl_A1_10_11	2917
A1_UTB_67_Port	SMT	UTB	,	rl_A1_10_11	3542
A1_UTB_68_Port	SMT	UTB	,	rl_A1_10_11	4167
A1_UTB_69_Port	SMT	UTB	,	rl_A1_10_11	4792
A1_UTB_6_Port	SMT	UTB	,	rl_A1_2_3	4167
A1_UTB_70_Port	SMT	UTB	,	rl_A1_10_11	5417
A1_UTB_71_Port	SMT	UTB	,	rl_A1_10_11	6042
A1_UTB_72_Port	SMT	UTB	,	rl_A1_10_11	6667
A1_UTB_73_Port	SMT	UTB	,	rl_A1_10_11	7292
A1_UTB_74_Port	SMT	UTB	,	rl_A1_10_11	7917
A1_UTB_75_Port	SMT	UTB	,	rl_A1_16_17	1042
A1_UTB_76_Port	SMT	UTB	,	rl_A1_16_17	1667
A1_UTB_77_Port	SMT	UTB	,	rl_A1_16_17	2292
A1_UTB_78_Port	SMT	UTB	,	rl_A1_16_17	2917
A1_UTB_79_Port	SMT	UTB	,	rl_A1_16_17	3542
A1_UTB_7_Port	SMT	UTB	,	rl_A1_2_3	4792
A1_UTB_80_Port	SMT	UTB	,	rl_A1_16_17	4167
A1_UTB_81_Port	SMT	UTB	,	rl_A1_16_17	4792
A1_UTB_82_Port	SMT	UTB	,	rl_A1_16_17	5417
A1_UTB_83_Port	SMT	UTB	,	rl_A1_16_17	6042
A1_UTB_84_Port	SMT	UTB	,	rl_A1_16_17	6667
A1_UTB_85_Port	SMT	UTB	,	rl_A1_16_17	7292
A1_UTB_86_Port	SMT	UTB	,	rl_A1_16_17	7917
A1_UTB_87_Port	SMT	UTB	,	rl_A1_18_19	1042
A1_UTB_88_Port	SMT	UTB	,	rl_A1_18_19	1667
A1_UTB_89_Port	SMT	UTB	,	rl_A1_18_19	2292
A1_UTB_8_Port	SMT	UTB	,	rl_A1_2_3	5417
A1_UTB_90_Port	SMT	UTB	,	rl_A1_18_19	2917
A1_UTB_91_Port	SMT	UTB	,	rl_A1_18_19	3542
A1_UTB_92_Port	SMT	UTB	,	rl_A1_18_19	4167
A1_UTB_93_Port	SMT	UTB	,	rl_A1_18_19	4792
A1_UTB_94_Port	SMT	UTB	,	rl_A1_18_19	5417
A1_UTB_95_Port	SMT	UTB	,	rl_A1_18_19	6042
A1_UTB_96_Port	SMT	UTB	,	rl_A1_18_19	6667
A1_UTB_97_Port	SMT	UTB	,	rl_A1_18_19	7292
A1_UTB_98_Port	SMT	UTB	,	rl_A1_18_19	7917
A1_UTB_99_Port	SMT	UTB	,	rl_A1_18_19	8542
A1_UTB_9_Port	SMT	UTB	,	rl_A1_2_3	6042
A20_LSTB_100_Port	SMT	LSTB	,	rl_A20_18_19	9167
A20_LSTB_101_Port	SMT	LSTB	,	rl_A20_18_19	9792
A20_LSTB_102_Port	SMT	LSTB	,	rl_A20_20_21	1042
A20_LSTB_103_Port	SMT	LSTB	,	rl_A20_20_21	1667
A20_LSTB_104_Port	SMT	LSTB	,	rl_A20_20_21	2292
A20_LSTB_105_Port	SMT	LSTB	,	rl_A20_20_21	2917
A20_LSTB_106_Port	SMT	LSTB	,	rl_A20_20_21	3542
A20_LSTB_107_Port	SMT	LSTB	,	rl_A20_20_21	4167
A20_LSTB_108_Port	SMT	LSTB	,	rl_A20_20_21	4792
A20_LSTB_109_Port	SMT	LSTB	,	rl_A20_20_21	5417
A20_LSTB_10_Port	SMT	LSTB	,	rl_A20_2_3	6667
A20_LSTB_110_Port	SMT	LSTB	,	rl_A20_20_21	6042
A20_LSTB_111_Port	SMT	LSTB	,	rl_A20_20_21	6667
A20_LSTB_112_Port	SMT	LSTB	,	rl_A20_20_21	7292
A20_LSTB_113_Port	SMT	LSTB	,	rl_A20_20_21	7917
A20_LSTB_114_Port	SMT	LSTB	,	rl_A20_20_21	8542
A20_LSTB_115_Port	SMT	LSTB	,	rl_A20_20_21	9167
A20_LSTB_116_Port	SMT	LSTB	,	rl_A20_20_21	9792
A20_LSTB_117_Port	SMT	LSTB	,	rl_A20_20_21	10417
A20_LSTB_118_Port	SMT	LSTB	,	rl_A20_20_21	11042
A20_LSTB_119_Port	SMT	LSTB	,	rl_A20_20_21	11667
A20_LSTB_11_Port	SMT	LSTB	,	rl_A20_2_3	7292
A20_LSTB_120_Port	SMT	LSTB	,	rl_A20_20_21	12292
A20_LSTB_121_Port	SMT	LSTB	,	rl_A20_20_21	12917
A20_LSTB_122_Port	SMT	LSTB	,	rl_A20_22_23	1042
A20_LSTB_123_Port	SMT	LSTB	,	rl_A20_22_23	1667
A20_LSTB_124_Port	SMT	LSTB	,	rl_A20_22_23	2292
A20_LSTB_125_Port	SMT	LSTB	,	rl_A20_22_23	2917
A20_LSTB_126_Port	SMT	LSTB	,	rl_A20_22_23	3542
A20_LSTB_127_Port	SMT	LSTB	,	rl_A20_22_23	4167
A20_LSTB_128_Port	SMT	LSTB	,	rl_A20_22_23	4792
A20_LSTB_129_Port	SMT	LSTB	,	rl_A20_22_23	5417
A20_LSTB_12_Port	SMT	LSTB	,	rl_A20_2_3	7917
A20_LSTB_130_Port	SMT	LSTB	,	rl_A20_22_23	6042
A20_LSTB_131_Port	SMT	LSTB	,	rl_A20_22_23	6667
A20_LSTB_132_Port	SMT	LSTB	,	rl_A20_22_23	7292
A20_LSTB_133_Port	SMT	LSTB	,	rl_A20_22_23	7917
A20_LSTB_134_Port	SMT	LSTB	,	rl_A20_22_23	8542
A20_LSTB_135_Port	SMT	LSTB	,	rl_A20_22_23	9167
A20_LSTB_136_Port	SMT	LSTB	,	rl_A20_22_23	9792
A20_LSTB_137_Port	SMT	LSTB	,	rl_A20_24_25	1042
A20_LSTB_138_Port	SMT	LSTB	,	rl_A20_24_25	1667
A20_LSTB_139_Port	SMT	LSTB	,	rl_A20_24_25	2292
A20_LSTB_13_Port	SMT	LSTB	,	rl_A20_4_5	1042
A20_LSTB_140_Port	SMT	LSTB	,	rl_A20_24_25	2917
A20_LSTB_141_Port	SMT	LSTB	,	rl_A20_24_25	3542
A20_LSTB_142_Port	SMT	LSTB	,	rl_A20_24_25	4167
A20_LSTB_143_Port	SMT	LSTB	,	rl_A20_24_25	4792
A20_LSTB_144_Port	SMT	LSTB	,	rl_A20_24_25	5417
A20_LSTB_145_Port	SMT	LSTB	,	rl_A20_24_25	6042
A20_LSTB_146_Port	SMT	LSTB	,	rl_A20_24_25	6667
A20_LSTB_147_Port	SMT	LSTB	,	rl_A20_24_25	7292
A20_LSTB_148_Port	SMT	LSTB	,	rl_A20_24_25	7917
A20_LSTB_14_Port	SMT	LSTB	,	rl_A20_4_5	1667
A20_LSTB_15_Port	SMT	LSTB	,	rl_A20_4_5	2292
A20_LSTB_16_Port	SMT	LSTB	,	rl_A20_4_5	2917
A20_LSTB_17_Port	SMT	LSTB	,	rl_A20_4_5	3542
A20_LSTB_18_Port	SMT	LSTB	,	rl_A20_4_5	4167
A20_LSTB_19_Port	SMT	LSTB	,	rl_A20_4_5	4792
A20_LSTB_1_Port	SMT	LSTB	,	rl_A20_2_3	1042
A20_LSTB_20_Port	SMT	LSTB	,	rl_A20_4_5	5417
A20_LSTB_21_Port	SMT	LSTB	,	rl_A20_4_5	6042
A20_LSTB_22_Port	SMT	LSTB	,	rl_A20_4_5	6667
A20_LSTB_23_Port	SMT	LSTB	,	rl_A20_4_5	7292
A20_LSTB_24_Port	SMT	LSTB	,	rl_A20_4_5	7917
A20_LSTB_25_Port	SMT	LSTB	,	rl_A20_4_5	8542
A20_LSTB_26_Port	SMT	LSTB	,	rl_A20_4_5	9167
A20_LSTB_27_Port	SMT	LSTB	,	rl_A20_4_5	9792
A20_LSTB_28_Port	SMT	LSTB	,	rl_A20_6_7	1042
A20_LSTB_29_Port	SMT	LSTB	,	rl_A20_6_7	1667
A20_LSTB_2_Port	SMT	LSTB	,	rl_A20_2_3	1667
A20_LSTB_30_Port	SMT	LSTB	,	rl_A20_6_7	2292
A20_LSTB_31_Port	SMT	LSTB	,	rl_A20_6_7	2917
A20_LSTB_32_Port	SMT	LSTB	,	rl_A20_6_7	3542
A20_LSTB_33_Port	SMT	LSTB	,	rl_A20_6_7	4167
A20_LSTB_34_Port	SMT	LSTB	,	rl_A20_6_7	4792
A20_LSTB_35_Port	SMT	LSTB	,	rl_A20_6_7	5417
A20_LSTB_36_Port	SMT	LSTB	,	rl_A20_6_7	6042
A20_LSTB_37_Port	SMT	LSTB	,	rl_A20_6_7	6667
A20_LSTB_38_Port	SMT	LSTB	,	rl_A20_6_7	7292
A20_LSTB_39_Port	SMT	LSTB	,	rl_A20_6_7	7917
A20_LSTB_3_Port	SMT	LSTB	,	rl_A20_2_3	2292
A20_LSTB_40_Port	SMT	LSTB	,	rl_A20_6_7	8542
A20_LSTB_41_Port	SMT	LSTB	,	rl_A20_6_7	9167
A20_LSTB_42_Port	SMT	LSTB	,	rl_A20_6_7	9792
A20_LSTB_43_Port	SMT	LSTB	,	rl_A20_6_7	10417
A20_LSTB_44_Port	SMT	LSTB	,	rl_A20_6_7	11042
A20_LSTB_45_Port	SMT	LSTB	,	rl_A20_6_7	11667
A20_LSTB_46_Port	SMT	LSTB	,	rl_A20_6_7	12292
A20_LSTB_47_Port	SMT	LSTB	,	rl_A20_6_7	12917
A20_LSTB_48_Port	SMT	LSTB	,	rl_A20_8_9	1042
A20_LSTB_49_Port	SMT	LSTB	,	rl_A20_8_9	1667
A20_LSTB_4_Port	SMT	LSTB	,	rl_A20_2_3	2917
A20_LSTB_50_Port	SMT	LSTB	,	rl_A20_8_9	2292
A20_LSTB_51_Port	SMT	LSTB	,	rl_A20_8_9	2917
A20_LSTB_52_Port	SMT	LSTB	,	rl_A20_8_9	3542
A20_LSTB_53_Port	SMT	LSTB	,	rl_A20_8_9	4167
A20_LSTB_54_Port	SMT	LSTB	,	rl_A20_8_9	4792
A20_LSTB_55_Port	SMT	LSTB	,	rl_A20_8_9	5417
A20_LSTB_56_Port	SMT	LSTB	,	rl_A20_8_9	6042
A20_LSTB_57_Port	SMT	LSTB	,	rl_A20_8_9	6667
A20_LSTB_58_Port	SMT	LSTB	,	rl_A20_8_9	7292
A20_LSTB_59_Port	SMT	LSTB	,	rl_A20_8_9	7917
A20_LSTB_5_Port	SMT	LSTB	,	rl_A20_2_3	3542
A20_LSTB_60_Port	SMT	LSTB	,	rl_A20_8_9	8542
A20_LSTB_61_Port	SMT	LSTB	,	rl_A20_8_9	9167
A20_LSTB_62_Port	SMT	LSTB	,	rl_A20_8_9	9792
A20_LSTB_63_Port	SMT	LSTB	,	rl_A20_10_11	1042
A20_LSTB_64_Port	SMT	LSTB	,	rl_A20_10_11	1667
A20_LSTB_65_Port	SMT	LSTB	,	rl_A20_10_11	2292
A20_LSTB_66_Port	SMT	LSTB	,	rl_A20_10_11	2917
A20_LSTB_67_Port	SMT	LSTB	,	rl_A20_10_11	3542
A20_LSTB_68_Port	SMT	LSTB	,	rl_A20_10_11	4167
A20_LSTB_69_Port	SMT	LSTB	,	rl_A20_10_11	4792
A20_LSTB_6_Port	SMT	LSTB	,	rl_A20_2_3	4167
A20_LSTB_70_Port	SMT	LSTB	,	rl_A20_10_11	5417
A20_LSTB_71_Port	SMT	LSTB	,	rl_A20_10_11	6042
A20_LSTB_72_Port	SMT	LSTB	,	rl_A20_10_11	6667
A20_LSTB_73_Port	SMT	LSTB	,	rl_A20_10_11	7292
A20_LSTB_74_Port	SMT	LSTB	,	rl_A20_10_11	7917
A20_LSTB_75_Port	SMT	LSTB	,	rl_A20_16_17	1042
A20_LSTB_76_Port	SMT	LSTB	,	rl_A20_16_17	1667
A20_LSTB_77_Port	SMT	LSTB	,	rl_A20_16_17	2292
A20_LSTB_78_Port	SMT	LSTB	,	rl_A20_16_17	2917
A20_LSTB_79_Port	SMT	LSTB	,	rl_A20_16_17	3542
A20_LSTB_7_Port	SMT	LSTB	,	rl_A20_2_3	4792
A20_LSTB_80_Port	SMT	LSTB	,	rl_A20_16_17	4167
A20_LSTB_81_Port	SMT	LSTB	,	rl_A20_16_17	4792
A20_LSTB_82_Port	SMT	LSTB	,	rl_A20_16_17	5417
A20_LSTB_83_Port	SMT	LSTB	,	rl_A20_16_17	6042
A20_LSTB_84_Port	SMT	LSTB	,	rl_A20_16_17	6667
A20_LSTB_85_Port	SMT	LSTB	,	rl_A20_16_17	7292
A20_LSTB_86_Port	SMT	LSTB	,	rl_A20_16_17	7917
A20_LSTB_87_Port	SMT	LSTB	,	rl_A20_18_19	1042
A20_LSTB_88_Port	SMT	LSTB	,	rl_A20_18_19	1667
A20_LSTB_89_Port	SMT	LSTB	,	rl_A20_18_19	2292
A20_LSTB_8_Port	SMT	LSTB	,	rl_A20_2_3	5417
A20_LSTB_90_Port	SMT	LSTB	,	rl_A20_18_19	2917
A20_LSTB_91_Port	SMT	LSTB	,	rl_A20_18_19	3542
A20_LSTB_92_Port	SMT	LSTB	,	rl_A20_18_19	4167
A20_LSTB_93_Port	SMT	LSTB	,	rl_A20_18_19	4792
A20_LSTB_94_Port	SMT	LSTB	,	rl_A20_18_19	5417
A20_LSTB_95_Port	SMT	LSTB	,	rl_A20_18_19	6042
A20_LSTB_96_Port	SMT	LSTB	,	rl_A20_18_19	6667
A20_LSTB_97_Port	SMT	LSTB	,	rl_A20_18_19	7292
A20_LSTB_98_Port	SMT	LSTB	,	rl_A20_18_19	7917
A20_LSTB_99_Port	SMT	LSTB	,	rl_A20_18_19	8542
A20_LSTB_9_Port	SMT	LSTB	,	rl_A20_2_3	6042
A20_RSTB_100_Port	SMT	RSTB	,	rl_A20_18_19	9167
A20_RSTB_101_Port	SMT	RSTB	,	rl_A20_18_19	9792
A20_RSTB_102_Port	SMT	RSTB	,	rl_A20_20_21	1042
A20_RSTB_103_Port	SMT	RSTB	,	rl_A20_20_21	1667
A20_RSTB_104_Port	SMT	RSTB	,	rl_A20_20_21	2292
A20_RSTB_105_Port	SMT	RSTB	,	rl_A20_20_21	2917
A20_RSTB_106_Port	SMT	RSTB	,	rl_A20_20_21	3542
A20_RSTB_107_Port	SMT	RSTB	,	rl_A20_20_21	4167
A20_RSTB_108_Port	SMT	RSTB	,	rl_A20_20_21	4792
A20_RSTB_109_Port	SMT	RSTB	,	rl_A20_20_21	5417
A20_RSTB_10_Port	SMT	RSTB	,	rl_A20_2_3	6667
A20_RSTB_110_Port	SMT	RSTB	,	rl_A20_20_21	6042
A20_RSTB_111_Port	SMT	RSTB	,	rl_A20_20_21	6667
A20_RSTB_112_Port	SMT	RSTB	,	rl_A20_20_21	7292
A20_RSTB_113_Port	SMT	RSTB	,	rl_A20_20_21	7917
A20_RSTB_114_Port	SMT	RSTB	,	rl_A20_20_21	8542
A20_RSTB_115_Port	SMT	RSTB	,	rl_A20_20_21	9167
A20_RSTB_116_Port	SMT	RSTB	,	rl_A20_20_21	9792
A20_RSTB_117_Port	SMT	RSTB	,	rl_A20_20_21	10417
A20_RSTB_118_Port	SMT	RSTB	,	rl_A20_20_21	11042
A20_RSTB_119_Port	SMT	RSTB	,	rl_A20_20_21	11667
A20_RSTB_11_Port	SMT	RSTB	,	rl_A20_2_3	7292
A20_RSTB_120_Port	SMT	RSTB	,	rl_A20_20_21	12292
A20_RSTB_121_Port	SMT	RSTB	,	rl_A20_20_21	12917
A20_RSTB_122_Port	SMT	RSTB	,	rl_A20_22_23	1042
A20_RSTB_123_Port	SMT	RSTB	,	rl_A20_22_23	1667
A20_RSTB_124_Port	SMT	RSTB	,	rl_A20_22_23	2292
A20_RSTB_125_Port	SMT	RSTB	,	rl_A20_22_23	2917
A20_RSTB_126_Port	SMT	RSTB	,	rl_A20_22_23	3542
A20_RSTB_127_Port	SMT	RSTB	,	rl_A20_22_23	4167
A20_RSTB_128_Port	SMT	RSTB	,	rl_A20_22_23	4792
A20_RSTB_129_Port	SMT	RSTB	,	rl_A20_22_23	5417
A20_RSTB_12_Port	SMT	RSTB	,	rl_A20_2_3	7917
A20_RSTB_130_Port	SMT	RSTB	,	rl_A20_22_23	6042
A20_RSTB_131_Port	SMT	RSTB	,	rl_A20_22_23	6667
A20_RSTB_132_Port	SMT	RSTB	,	rl_A20_22_23	7292
A20_RSTB_133_Port	SMT	RSTB	,	rl_A20_22_23	7917
A20_RSTB_134_Port	SMT	RSTB	,	rl_A20_22_23	8542
A20_RSTB_135_Port	SMT	RSTB	,	rl_A20_22_23	9167
A20_RSTB_136_Port	SMT	RSTB	,	rl_A20_22_23	9792
A20_RSTB_137_Port	SMT	RSTB	,	rl_A20_24_25	1042
A20_RSTB_138_Port	SMT	RSTB	,	rl_A20_24_25	1667
A20_RSTB_139_Port	SMT	RSTB	,	rl_A20_24_25	2292
A20_RSTB_13_Port	SMT	RSTB	,	rl_A20_4_5	1042
A20_RSTB_140_Port	SMT	RSTB	,	rl_A20_24_25	2917
A20_RSTB_141_Port	SMT	RSTB	,	rl_A20_24_25	3542
A20_RSTB_142_Port	SMT	RSTB	,	rl_A20_24_25	4167
A20_RSTB_143_Port	SMT	RSTB	,	rl_A20_24_25	4792
A20_RSTB_144_Port	SMT	RSTB	,	rl_A20_24_25	5417
