NAME	FAB_NAME	POSITION_X	POSITION_Y	ZCU_NAME	ZCU_TYPE
rn_A1_24	SMT	9877.165355	84375	ZCU_A1_11	RESET
rn_A1_25	SMT	9877.165355	75208.33333	ZCU_A1_12	STOP
rn_A1_26	SMT	9877.165355	73958.33333	ZCU_A1_12	NONE
rn_A1_27	SMT	8025.196851	73958.33333	ZCU_A1_12	RESET
rn_A1_28	SMT	4938.582677	73958.33333	ZCU_A1_1	STOP
rn_A1_29	SMT	4938.582677	98125	ZCU_A1_3	RESET
rn_A1_3	SMT	3086.614173	84375	ZCU_A1_2	STOP
rn_A1_30	SMT	8025.196851	98125	ZCU_A1_10	STOP
rn_A1_31	SMT	8025.196851	112291.6667	ZCU_A1_9	RESET
rn_A1_32	SMT	4938.582677	112291.6667	ZCU_A1_4	STOP
rn_A1_33	SMT	11392.41231	84375	ZCU_A1_11	RESET
rn_A1_34	SMT	16695.77667	84375	ZCU_A2_2	STOP
rn_A1_4	SMT	3086.614173	85625	ZCU_A1_2	RESET
rn_A1_5	SMT	3086.614173	96875	ZCU_A1_3	STOP
rn_A1_6	SMT	3086.614173	98125	ZCU_A1_3	RESET
rn_A1_7	SMT	3086.614173	112291.6667	ZCU_A1_4	STOP
rn_A1_8	SMT	3086.614173	113541.6667	ZCU_A1_4	RESET
rn_A1_9	SMT	3086.614173	124791.6667	ZCU_A1_5	STOP
rn_A20_1	SMT	290450.3937	73958.33333	ZCU_A20_1	NONE
rn_A20_10	SMT	290450.3937	126041.6667	ZCU_A20_5	RESET
rn_A20_11	SMT	290450.3937	135208.3333	ZCU_A20_6	STOP
rn_A20_12	SMT	290450.3937	136458.3333	ZCU_A20_6	NONE
rn_A20_13	SMT	292302.3622	136458.3333	ZCU_A20_6	RESET
rn_A20_14	SMT	295388.9764	136458.3333	ZCU_A20_7	STOP
rn_A20_15	SMT	297240.9449	136458.3333	ZCU_A20_7	NONE
rn_A20_16	SMT	297240.9449	135208.3333	ZCU_A20_7	RESET
rn_A20_17	SMT	297240.9449	126041.6667	ZCU_A20_8	STOP
rn_A20_18	SMT	297240.9449	124791.6667	ZCU_A20_8	RESET
rn_A20_19	SMT	297240.9449	113541.6667	ZCU_A20_9	STOP
rn_A20_2	SMT	290450.3937	75208.33333	ZCU_A20_1	RESET
rn_A20_20	SMT	297240.9449	112291.6667	ZCU_A20_9	RESET
rn_A20_21	SMT	297240.9449	98125	ZCU_A20_10	STOP
rn_A20_22	SMT	297240.9449	96875	ZCU_A20_10	RESET
rn_A20_23	SMT	297240.9449	85625	ZCU_A20_11	STOP
rn_A20_24	SMT	297240.9449	84375	ZCU_A20_11	RESET
rn_A20_25	SMT	297240.9449	75208.33333	ZCU_A20_12	STOP
rn_A20_26	SMT	297240.9449	73958.33333	ZCU_A20_12	NONE
rn_A20_27	SMT	295388.9764	73958.33333	ZCU_A20_12	RESET
rn_A20_28	SMT	292302.3622	73958.33333	ZCU_A20_1	STOP
rn_A20_29	SMT	292302.3622	98125	ZCU_A20_3	RESET
rn_A20_3	SMT	290450.3937	84375	ZCU_A20_2	STOP
rn_A20_30	SMT	295388.9764	98125	ZCU_A20_10	STOP
rn_A20_31	SMT	295388.9764	112291.6667	ZCU_A20_9	RESET
rn_A20_32	SMT	292302.3622	112291.6667	ZCU_A20_4	STOP
rn_A20_33	SMT	288935.1468	126041.6667	ZCU_A20_5	RESET
rn_A20_34	SMT	283631.7824	126041.6667	ZCU_A19_8	STOP
rn_A20_4	SMT	290450.3937	85625	ZCU_A20_2	RESET
rn_A20_5	SMT	290450.3937	96875	ZCU_A20_3	STOP
rn_A20_6	SMT	290450.3937	98125	ZCU_A20_3	RESET
rn_A20_7	SMT	290450.3937	112291.6667	ZCU_A20_4	STOP
rn_A20_8	SMT	290450.3937	113541.6667	ZCU_A20_4	RESET
rn_A20_9	SMT	290450.3937	124791.6667	ZCU_A20_5	STOP
rn_A2_1	SMT	18211.02363	73958.33333	ZCU_A2_1	NONE
rn_A2_10	SMT	18211.02363	126041.6667	ZCU_A2_5	RESET
rn_A2_11	SMT	18211.02363	135208.3333	ZCU_A2_6	STOP
rn_A2_12	SMT	18211.02363	136458.3333	ZCU_A2_6	NONE
rn_A2_13	SMT	20062.99213	136458.3333	ZCU_A2_6	RESET
rn_A2_14	SMT	23149.6063	136458.3333	ZCU_A2_7	STOP
rn_A2_15	SMT	25001.5748	136458.3333	ZCU_A2_7	NONE
rn_A2_16	SMT	25001.5748	135208.3333	ZCU_A2_7	RESET
rn_A2_17	SMT	25001.5748	126041.6667	ZCU_A2_8	STOP
rn_A2_18	SMT	25001.5748	124791.6667	ZCU_A2_8	RESET
rn_A2_19	SMT	25001.5748	113541.6667	ZCU_A2_9	STOP
rn_A2_2	SMT	18211.02363	75208.33333	ZCU_A2_1	RESET
rn_A2_20	SMT	25001.5748	112291.6667	ZCU_A2_9	RESET
rn_A2_21	SMT	25001.5748	98125	ZCU_A2_10	STOP
rn_A2_22	SMT	25001.5748	96875	ZCU_A2_10	RESET
rn_A2_23	SMT	25001.5748	85625	ZCU_A2_11	STOP
rn_A2_24	SMT	25001.5748	84375	ZCU_A2_11	RESET
rn_A2_25	SMT	25001.5748	75208.33333	ZCU_A2_12	STOP
rn_A2_26	SMT	25001.5748	73958.33333	ZCU_A2_12	NONE
rn_A2_27	SMT	23149.6063	73958.33333	ZCU_A2_12	RESET
rn_A2_28	SMT	20062.99213	73958.33333	ZCU_A2_1	STOP
rn_A2_29	SMT	20062.99213	98125	ZCU_A2_3	RESET
rn_A2_3	SMT	18211.02363	84375	ZCU_A2_2	STOP
rn_A2_30	SMT	23149.6063	98125	ZCU_A2_10	STOP
rn_A2_31	SMT	23149.6063	112291.6667	ZCU_A2_9	RESET
rn_A2_32	SMT	20062.99213	112291.6667	ZCU_A2_4	STOP
rn_A2_33	SMT	16695.77667	126041.6667	ZCU_A2_5	RESET
rn_A2_34	SMT	11392.41231	126041.6667	ZCU_A1_8	STOP
rn_A2_35	SMT	26516.82176	84375	ZCU_A2_11	RESET
rn_A2_36	SMT	31820.18611	84375	ZCU_A3_2	STOP
rn_A2_4	SMT	18211.02363	85625	ZCU_A2_2	RESET
rn_A2_5	SMT	18211.02363	96875	ZCU_A2_3	STOP
rn_A2_6	SMT	18211.02363	98125	ZCU_A2_3	RESET
rn_A2_7	SMT	18211.02363	112291.6667	ZCU_A2_4	STOP
rn_A2_8	SMT	18211.02363	113541.6667	ZCU_A2_4	RESET
rn_A2_9	SMT	18211.02363	124791.6667	ZCU_A2_5	STOP
rn_A3_1	SMT	33335.43307	73958.33333	ZCU_A3_1	NONE
rn_A3_10	SMT	33335.43307	126041.6667	ZCU_A3_5	RESET
rn_A3_11	SMT	33335.43307	135208.3333	ZCU_A3_6	STOP
rn_A3_12	SMT	33335.43307	136458.3333	ZCU_A3_6	NONE
rn_A3_13	SMT	35187.40157	136458.3333	ZCU_A3_6	RESET
rn_A3_14	SMT	38274.01574	136458.3333	ZCU_A3_7	STOP
rn_A3_15	SMT	40125.98425	136458.3333	ZCU_A3_7	NONE
rn_A3_16	SMT	40125.98425	135208.3333	ZCU_A3_7	RESET
rn_A3_17	SMT	40125.98425	126041.6667	ZCU_A3_8	STOP
rn_A3_18	SMT	40125.98425	124791.6667	ZCU_A3_8	RESET
rn_A3_19	SMT	40125.98425	113541.6667	ZCU_A3_9	STOP
rn_A3_2	SMT	33335.43307	75208.33333	ZCU_A3_1	RESET
rn_A3_20	SMT	40125.98425	112291.6667	ZCU_A3_9	RESET
rn_A3_21	SMT	40125.98425	98125	ZCU_A3_10	STOP
rn_A3_22	SMT	40125.98425	96875	ZCU_A3_10	RESET
rn_A3_23	SMT	40125.98425	85625	ZCU_A3_11	STOP
rn_A3_24	SMT	40125.98425	84375	ZCU_A3_11	RESET
rn_A3_25	SMT	40125.98425	75208.33333	ZCU_A3_12	STOP
rn_A3_26	SMT	40125.98425	73958.33333	ZCU_A3_12	NONE
rn_A3_27	SMT	38274.01574	73958.33333	ZCU_A3_12	RESET
rn_A3_28	SMT	35187.40157	73958.33333	ZCU_A3_1	STOP
rn_A3_29	SMT	35187.40157	98125	ZCU_A3_3	RESET
rn_A3_3	SMT	33335.43307	84375	ZCU_A3_2	STOP
rn_A3_30	SMT	38274.01574	98125	ZCU_A3_10	STOP
rn_A3_31	SMT	38274.01574	112291.6667	ZCU_A3_9	RESET
rn_A3_32	SMT	35187.40157	112291.6667	ZCU_A3_4	STOP
rn_A3_33	SMT	31820.18611	126041.6667	ZCU_A3_5	RESET
rn_A3_34	SMT	26516.82176	126041.6667	ZCU_A2_8	STOP
rn_A3_35	SMT	41641.2312	84375	ZCU_A3_11	RESET
rn_A3_36	SMT	46944.59556	84375	ZCU_A4_2	STOP
rn_A3_4	SMT	33335.43307	85625	ZCU_A3_2	RESET
rn_A3_5	SMT	33335.43307	96875	ZCU_A3_3	STOP
rn_A3_6	SMT	33335.43307	98125	ZCU_A3_3	RESET
rn_A3_7	SMT	33335.43307	112291.6667	ZCU_A3_4	STOP
rn_A3_8	SMT	33335.43307	113541.6667	ZCU_A3_4	RESET
rn_A3_9	SMT	33335.43307	124791.6667	ZCU_A3_5	STOP
rn_A4_1	SMT	48459.84252	73958.33333	ZCU_A4_1	NONE
rn_A4_10	SMT	48459.84252	126041.6667	ZCU_A4_5	RESET
rn_A4_11	SMT	48459.84252	135208.3333	ZCU_A4_6	STOP
rn_A4_12	SMT	48459.84252	136458.3333	ZCU_A4_6	NONE
rn_A4_13	SMT	50311.81102	136458.3333	ZCU_A4_6	RESET
rn_A4_14	SMT	53398.4252	136458.3333	ZCU_A4_7	STOP
rn_A4_15	SMT	55250.3937	136458.3333	ZCU_A4_7	NONE
rn_A4_16	SMT	55250.3937	135208.3333	ZCU_A4_7	RESET
rn_A4_17	SMT	55250.3937	126041.6667	ZCU_A4_8	STOP
rn_A4_18	SMT	55250.3937	124791.6667	ZCU_A4_8	RESET
rn_A4_19	SMT	55250.3937	113541.6667	ZCU_A4_9	STOP
rn_A4_2	SMT	48459.84252	75208.33333	ZCU_A4_1	RESET
rn_A4_20	SMT	55250.3937	112291.6667	ZCU_A4_9	RESET
rn_A4_21	SMT	55250.3937	98125	ZCU_A4_10	STOP
rn_A4_22	SMT	55250.3937	96875	ZCU_A4_10	RESET
rn_A4_23	SMT	55250.3937	85625	ZCU_A4_11	STOP
rn_A4_24	SMT	55250.3937	84375	ZCU_A4_11	RESET
rn_A4_25	SMT	55250.3937	75208.33333	ZCU_A4_12	STOP
rn_A4_26	SMT	55250.3937	73958.33333	ZCU_A4_12	NONE
rn_A4_27	SMT	53398.4252	73958.33333	ZCU_A4_12	RESET
rn_A4_28	SMT	50311.81102	73958.33333	ZCU_A4_1	STOP
rn_A4_29	SMT	50311.81102	98125	ZCU_A4_3	RESET
rn_A4_3	SMT	48459.84252	84375	ZCU_A4_2	STOP
rn_A4_30	SMT	53398.4252	98125	ZCU_A4_10	STOP
rn_A4_31	SMT	53398.4252	112291.6667	ZCU_A4_9	RESET
rn_A4_32	SMT	50311.81102	112291.6667	ZCU_A4_4	STOP
rn_A4_33	SMT	46944.59556	126041.6667	ZCU_A4_5	RESET
rn_A4_34	SMT	41641.2312	126041.6667	ZCU_A3_8	STOP
rn_A4_35	SMT	56765.64066	84375	ZCU_A4_11	RESET
rn_A4_36	SMT	62069.00502	84375	ZCU_A5_2	STOP
rn_A4_4	SMT	48459.84252	85625	ZCU_A4_2	RESET
rn_A4_5	SMT	48459.84252	96875	ZCU_A4_3	STOP
rn_A4_6	SMT	48459.84252	98125	ZCU_A4_3	RESET
rn_A4_7	SMT	48459.84252	112291.6667	ZCU_A4_4	STOP
rn_A4_8	SMT	48459.84252	113541.6667	ZCU_A4_4	RESET
rn_A4_9	SMT	48459.84252	124791.6667	ZCU_A4_5	STOP
rn_A5_1	SMT	63584.25197	73958.33333	ZCU_A5_1	NONE
rn_A5_10	SMT	63584.25197	126041.6667	ZCU_A5_5	RESET
rn_A5_11	SMT	63584.25197	135208.3333	ZCU_A5_6	STOP
rn_A5_12	SMT	63584.25197	136458.3333	ZCU_A5_6	NONE
rn_A5_13	SMT	65436.22048	136458.3333	ZCU_A5_6	RESET
rn_A5_14	SMT	68522.83465	136458.3333	ZCU_A5_7	STOP
rn_A5_15	SMT	70374.80315	136458.3333	ZCU_A5_7	NONE
rn_A5_16	SMT	70374.80315	135208.3333	ZCU_A5_7	RESET
rn_A5_17	SMT	70374.80315	126041.6667	ZCU_A5_8	STOP
rn_A5_18	SMT	70374.80315	124791.6667	ZCU_A5_8	RESET
rn_A5_19	SMT	70374.80315	113541.6667	ZCU_A5_9	STOP
rn_A5_2	SMT	63584.25197	75208.33333	ZCU_A5_1	RESET
rn_A5_20	SMT	70374.80315	112291.6667	ZCU_A5_9	RESET
rn_A5_21	SMT	70374.80315	98125	ZCU_A5_10	STOP
rn_A5_22	SMT	70374.80315	96875	ZCU_A5_10	RESET
rn_A5_23	SMT	70374.80315	85625	ZCU_A5_11	STOP
rn_A5_24	SMT	70374.80315	84375	ZCU_A5_11	RESET
rn_A5_25	SMT	70374.80315	75208.33333	ZCU_A5_12	STOP
rn_A5_26	SMT	70374.80315	73958.33333	ZCU_A5_12	NONE
rn_A5_27	SMT	68522.83465	73958.33333	ZCU_A5_12	RESET
rn_A5_28	SMT	65436.22048	73958.33333	ZCU_A5_1	STOP
rn_A5_29	SMT	65436.22048	98125	ZCU_A5_3	RESET
rn_A5_3	SMT	63584.25197	84375	ZCU_A5_2	STOP
rn_A5_30	SMT	68522.83465	98125	ZCU_A5_10	STOP
rn_A5_31	SMT	68522.83465	112291.6667	ZCU_A5_9	RESET
rn_A5_32	SMT	65436.22048	112291.6667	ZCU_A5_4	STOP
rn_A5_33	SMT	62069.00502	126041.6667	ZCU_A5_5	RESET
rn_A5_34	SMT	56765.64066	126041.6667	ZCU_A4_8	STOP
rn_A5_35	SMT	71890.05011	84375	ZCU_A5_11	RESET
rn_A5_36	SMT	77193.41446	84375	ZCU_A6_2	STOP
rn_A5_4	SMT	63584.25197	85625	ZCU_A5_2	RESET
rn_A5_5	SMT	63584.25197	96875	ZCU_A5_3	STOP
rn_A5_6	SMT	63584.25197	98125	ZCU_A5_3	RESET
rn_A5_7	SMT	63584.25197	112291.6667	ZCU_A5_4	STOP
rn_A5_8	SMT	63584.25197	113541.6667	ZCU_A5_4	RESET
rn_A5_9	SMT	63584.25197	124791.6667	ZCU_A5_5	STOP
rn_A6_1	SMT	78708.66142	73958.33333	ZCU_A6_1	NONE
rn_A6_10	SMT	78708.66142	126041.6667	ZCU_A6_5	RESET
rn_A6_11	SMT	78708.66142	135208.3333	ZCU_A6_6	STOP
rn_A6_12	SMT	78708.66142	136458.3333	ZCU_A6_6	NONE
rn_A6_13	SMT	80560.62992	136458.3333	ZCU_A6_6	RESET
rn_A6_14	SMT	83647.24409	136458.3333	ZCU_A6_7	STOP
rn_A6_15	SMT	85499.21259	136458.3333	ZCU_A6_7	NONE
rn_A6_16	SMT	85499.21259	135208.3333	ZCU_A6_7	RESET
rn_A6_17	SMT	85499.21259	126041.6667	ZCU_A6_8	STOP
rn_A6_18	SMT	85499.21259	124791.6667	ZCU_A6_8	RESET
rn_A6_19	SMT	85499.21259	113541.6667	ZCU_A6_9	STOP
rn_A6_2	SMT	78708.66142	75208.33333	ZCU_A6_1	RESET
rn_A6_20	SMT	85499.21259	112291.6667	ZCU_A6_9	RESET
rn_A6_21	SMT	85499.21259	98125	ZCU_A6_10	STOP
rn_A6_22	SMT	85499.21259	96875	ZCU_A6_10	RESET
rn_A6_23	SMT	85499.21259	85625	ZCU_A6_11	STOP
rn_A6_24	SMT	85499.21259	84375	ZCU_A6_11	RESET
rn_A6_25	SMT	85499.21259	75208.33333	ZCU_A6_12	STOP
rn_A6_26	SMT	85499.21259	73958.33333	ZCU_A6_12	NONE
rn_A6_27	SMT	83647.24409	73958.33333	ZCU_A6_12	RESET
rn_A6_28	SMT	80560.62992	73958.33333	ZCU_A6_1	STOP
rn_A6_29	SMT	80560.62992	98125	ZCU_A6_3	RESET
rn_A6_3	SMT	78708.66142	84375	ZCU_A6_2	STOP
rn_A6_30	SMT	83647.24409	98125	ZCU_A6_10	STOP
rn_A6_31	SMT	83647.24409	112291.6667	ZCU_A6_9	RESET
rn_A6_32	SMT	80560.62992	112291.6667	ZCU_A6_4	STOP
rn_A6_33	SMT	77193.41446	126041.6667	ZCU_A6_5	RESET
rn_A6_34	SMT	71890.05011	126041.6667	ZCU_A5_8	STOP
rn_A6_35	SMT	87014.45955	84375	ZCU_A6_11	RESET
rn_A6_36	SMT	92317.82391	84375	ZCU_A7_2	STOP
rn_A6_4	SMT	78708.66142	85625	ZCU_A6_2	RESET
rn_A6_5	SMT	78708.66142	96875	ZCU_A6_3	STOP
rn_A6_6	SMT	78708.66142	98125	ZCU_A6_3	RESET
rn_A6_7	SMT	78708.66142	112291.6667	ZCU_A6_4	STOP
rn_A6_8	SMT	78708.66142	113541.6667	ZCU_A6_4	RESET
rn_A6_9	SMT	78708.66142	124791.6667	ZCU_A6_5	STOP
rn_A7_1	SMT	93833.07086	73958.33333	ZCU_A7_1	NONE
rn_A7_10	SMT	93833.07086	126041.6667	ZCU_A7_5	RESET
rn_A7_11	SMT	93833.07086	135208.3333	ZCU_A7_6	STOP
rn_A7_12	SMT	93833.07086	136458.3333	ZCU_A7_6	NONE
rn_A7_13	SMT	95685.03937	136458.3333	ZCU_A7_6	RESET
rn_A7_14	SMT	98771.65355	136458.3333	ZCU_A7_7	STOP
rn_A7_15	SMT	100623.6221	136458.3333	ZCU_A7_7	NONE
rn_A7_16	SMT	100623.6221	135208.3333	ZCU_A7_7	RESET
rn_A7_17	SMT	100623.6221	126041.6667	ZCU_A7_8	STOP
rn_A7_18	SMT	100623.6221	124791.6667	ZCU_A7_8	RESET
rn_A7_19	SMT	100623.6221	113541.6667	ZCU_A7_9	STOP
rn_A7_2	SMT	93833.07086	75208.33333	ZCU_A7_1	RESET
rn_A7_20	SMT	100623.6221	112291.6667	ZCU_A7_9	RESET
rn_A7_21	SMT	100623.6221	98125	ZCU_A7_10	STOP
rn_A7_22	SMT	100623.6221	96875	ZCU_A7_10	RESET
rn_A7_23	SMT	100623.6221	85625	ZCU_A7_11	STOP
rn_A7_24	SMT	100623.6221	84375	ZCU_A7_11	RESET
rn_A7_25	SMT	100623.6221	75208.33333	ZCU_A7_12	STOP
rn_A7_26	SMT	100623.6221	73958.33333	ZCU_A7_12	NONE
rn_A7_27	SMT	98771.65355	73958.33333	ZCU_A7_12	RESET
rn_A7_28	SMT	95685.03937	73958.33333	ZCU_A7_1	STOP
rn_A7_29	SMT	95685.03937	98125	ZCU_A7_3	RESET
rn_A7_3	SMT	93833.07086	84375	ZCU_A7_2	STOP
rn_A7_30	SMT	98771.65355	98125	ZCU_A7_10	STOP
rn_A7_31	SMT	98771.65355	112291.6667	ZCU_A7_9	RESET
rn_A7_32	SMT	95685.03937	112291.6667	ZCU_A7_4	STOP
rn_A7_33	SMT	92317.82391	126041.6667	ZCU_A7_5	RESET
rn_A7_34	SMT	87014.45955	126041.6667	ZCU_A6_8	STOP
rn_A7_35	SMT	102138.869	84375	ZCU_A7_11	RESET
rn_A7_36	SMT	107442.2334	84375	ZCU_A8_2	STOP
rn_A7_4	SMT	93833.07086	85625	ZCU_A7_2	RESET
rn_A7_5	SMT	93833.07086	96875	ZCU_A7_3	STOP
rn_A7_6	SMT	93833.07086	98125	ZCU_A7_3	RESET
rn_A7_7	SMT	93833.07086	112291.6667	ZCU_A7_4	STOP
rn_A7_8	SMT	93833.07086	113541.6667	ZCU_A7_4	RESET
rn_A7_9	SMT	93833.07086	124791.6667	ZCU_A7_5	STOP
rn_A8_1	SMT	108957.4803	73958.33333	ZCU_A8_1	NONE
rn_A8_10	SMT	108957.4803	126041.6667	ZCU_A8_5	RESET
rn_A8_11	SMT	108957.4803	135208.3333	ZCU_A8_6	STOP
rn_A8_12	SMT	108957.4803	136458.3333	ZCU_A8_6	NONE
rn_A8_13	SMT	110809.4488	136458.3333	ZCU_A8_6	RESET
rn_A8_14	SMT	113896.063	136458.3333	ZCU_A8_7	STOP
rn_A8_15	SMT	115748.0315	136458.3333	ZCU_A8_7	NONE
rn_A8_16	SMT	115748.0315	135208.3333	ZCU_A8_7	RESET
rn_A8_17	SMT	115748.0315	126041.6667	ZCU_A8_8	STOP
rn_A8_18	SMT	115748.0315	124791.6667	ZCU_A8_8	RESET
rn_A8_19	SMT	115748.0315	113541.6667	ZCU_A8_9	STOP
rn_A8_2	SMT	108957.4803	75208.33333	ZCU_A8_1	RESET
rn_A8_20	SMT	115748.0315	112291.6667	ZCU_A8_9	RESET
rn_A8_21	SMT	115748.0315	98125	ZCU_A8_10	STOP
rn_A8_22	SMT	115748.0315	96875	ZCU_A8_10	RESET
rn_A8_23	SMT	115748.0315	85625	ZCU_A8_11	STOP
rn_A8_24	SMT	115748.0315	84375	ZCU_A8_11	RESET
rn_A8_25	SMT	115748.0315	75208.33333	ZCU_A8_12	STOP
rn_A8_26	SMT	115748.0315	73958.33333	ZCU_A8_12	NONE
rn_A8_27	SMT	113896.063	73958.33333	ZCU_A8_12	RESET
rn_A8_28	SMT	110809.4488	73958.33333	ZCU_A8_1	STOP
rn_A8_29	SMT	110809.4488	98125	ZCU_A8_3	RESET
rn_A8_3	SMT	108957.4803	84375	ZCU_A8_2	STOP
rn_A8_30	SMT	113896.063	98125	ZCU_A8_10	STOP
rn_A8_31	SMT	113896.063	112291.6667	ZCU_A8_9	RESET
rn_A8_32	SMT	110809.4488	112291.6667	ZCU_A8_4	STOP
rn_A8_33	SMT	107442.2334	126041.6667	ZCU_A8_5	RESET
rn_A8_34	SMT	102138.869	126041.6667	ZCU_A7_8	STOP
rn_A8_35	SMT	117263.2785	84375	ZCU_A8_11	RESET
rn_A8_36	SMT	122566.6428	84375	ZCU_A9_2	STOP
rn_A8_4	SMT	108957.4803	85625	ZCU_A8_2	RESET
rn_A8_5	SMT	108957.4803	96875	ZCU_A8_3	STOP
rn_A8_6	SMT	108957.4803	98125	ZCU_A8_3	RESET
rn_A8_7	SMT	108957.4803	112291.6667	ZCU_A8_4	STOP
rn_A8_8	SMT	108957.4803	113541.6667	ZCU_A8_4	RESET
rn_A8_9	SMT	108957.4803	124791.6667	ZCU_A8_5	STOP
rn_A9_1	SMT	124081.8898	73958.33333	ZCU_A9_1	NONE
rn_A9_10	SMT	124081.8898	126041.6667	ZCU_A9_5	RESET
rn_A9_11	SMT	124081.8898	135208.3333	ZCU_A9_6	STOP
rn_A9_12	SMT	124081.8898	136458.3333	ZCU_A9_6	NONE
rn_A9_13	SMT	125933.8583	136458.3333	ZCU_A9_6	RESET
rn_A9_14	SMT	129020.4724	136458.3333	ZCU_A9_7	STOP
rn_A9_15	SMT	130872.4409	136458.3333	ZCU_A9_7	NONE
rn_A9_16	SMT	130872.4409	135208.3333	ZCU_A9_7	RESET
rn_A9_17	SMT	130872.4409	126041.6667	ZCU_A9_8	STOP
rn_A9_18	SMT	130872.4409	124791.6667	ZCU_A9_8	RESET
rn_A9_19	SMT	130872.4409	113541.6667	ZCU_A9_9	STOP
rn_A9_2	SMT	124081.8898	75208.33333	ZCU_A9_1	RESET
rn_A9_20	SMT	130872.4409	112291.6667	ZCU_A9_9	RESET
rn_A9_21	SMT	130872.4409	98125	ZCU_A9_10	STOP
rn_A9_22	SMT	130872.4409	96875	ZCU_A9_10	RESET
rn_A9_23	SMT	130872.4409	85625	ZCU_A9_11	STOP
rn_A9_24	SMT	130872.4409	84375	ZCU_A9_11	RESET
rn_A9_25	SMT	130872.4409	75208.33333	ZCU_A9_12	STOP
rn_A9_26	SMT	130872.4409	73958.33333	ZCU_A9_12	NONE
rn_A9_27	SMT	129020.4724	73958.33333	ZCU_A9_12	RESET
rn_A9_28	SMT	125933.8583	73958.33333	ZCU_A9_1	STOP
rn_A9_29	SMT	125933.8583	98125	ZCU_A9_3	RESET
rn_A9_3	SMT	124081.8898	84375	ZCU_A9_2	STOP
rn_A9_30	SMT	129020.4724	98125	ZCU_A9_10	STOP
rn_A9_31	SMT	129020.4724	112291.6667	ZCU_A9_9	RESET
rn_A9_32	SMT	125933.8583	112291.6667	ZCU_A9_4	STOP
rn_A9_33	SMT	122566.6428	126041.6667	ZCU_A9_5	RESET
rn_A9_34	SMT	117263.2785	126041.6667	ZCU_A8_8	STOP
rn_A9_35	SMT	132387.6879	84375	ZCU_A9_11	RESET
rn_A9_36	SMT	137691.0522	84375	ZCU_A10_2	STOP
rn_A9_4	SMT	124081.8898	85625	ZCU_A9_2	RESET
rn_A9_5	SMT	124081.8898	96875	ZCU_A9_3	STOP
rn_A9_6	SMT	124081.8898	98125	ZCU_A9_3	RESET
rn_A9_7	SMT	124081.8898	112291.6667	ZCU_A9_4	STOP
rn_A9_8	SMT	124081.8898	113541.6667	ZCU_A9_4	RESET
rn_A9_9	SMT	124081.8898	124791.6667	ZCU_A9_5	STOP
rn_B10_1	SMT	139206.2992	5208.333333	ZCU_B10_1	NONE
rn_B10_10	SMT	139206.2992	57291.66667	ZCU_B10_5	RESET
rn_B10_11	SMT	139206.2992	66458.33333	ZCU_B10_6	STOP
rn_B10_12	SMT	139206.2992	67708.33333	ZCU_B10_6	NONE
rn_B10_13	SMT	141058.2677	67708.33333	ZCU_B10_6	RESET
rn_B10_14	SMT	144144.8819	67708.33333	ZCU_B10_7	STOP
rn_B10_15	SMT	145996.8504	67708.33333	ZCU_B10_7	NONE
rn_B10_16	SMT	145996.8504	66458.33333	ZCU_B10_7	RESET
rn_B10_17	SMT	145996.8504	57291.66667	ZCU_B10_8	STOP
rn_B10_18	SMT	145996.8504	56041.66667	ZCU_B10_8	RESET
rn_B10_19	SMT	145996.8504	44791.66667	ZCU_B10_9	STOP
rn_B10_2	SMT	139206.2992	6458.333333	ZCU_B10_1	RESET
rn_B10_20	SMT	145996.8504	43541.66667	ZCU_B10_9	RESET
rn_B10_21	SMT	145996.8504	29375	ZCU_B10_10	STOP
rn_B10_22	SMT	145996.8504	28125	ZCU_B10_10	RESET
rn_B10_23	SMT	145996.8504	16875	ZCU_B10_11	STOP
rn_B10_24	SMT	145996.8504	15625	ZCU_B10_11	RESET
rn_B10_25	SMT	145996.8504	6458.333333	ZCU_B10_12	STOP
rn_B10_26	SMT	145996.8504	5208.333333	ZCU_B10_12	NONE
rn_B10_27	SMT	144144.8819	5208.333333	ZCU_B10_12	RESET
rn_B10_28	SMT	141058.2677	5208.333333	ZCU_B10_1	STOP
rn_B10_29	SMT	141058.2677	29375	ZCU_B10_3	RESET
rn_B10_3	SMT	139206.2992	15625	ZCU_B10_2	STOP
rn_B10_30	SMT	144144.8819	29375	ZCU_B10_10	STOP
rn_B10_31	SMT	144144.8819	43541.66667	ZCU_B10_9	RESET
rn_B10_32	SMT	141058.2677	43541.66667	ZCU_B10_4	STOP
rn_B10_33	SMT	137691.0522	57291.66667	ZCU_B10_5	RESET
rn_B10_34	SMT	132387.6879	57291.66667	ZCU_B9_8	STOP
rn_B10_35	SMT	147512.0974	15625	ZCU_B10_11	RESET
rn_B10_36	SMT	152815.4617	15625	ZCU_B11_2	STOP
rn_B10_4	SMT	139206.2992	16875	ZCU_B10_2	RESET
rn_B10_5	SMT	139206.2992	28125	ZCU_B10_3	STOP
rn_B10_6	SMT	139206.2992	29375	ZCU_B10_3	RESET
rn_B10_7	SMT	139206.2992	43541.66667	ZCU_B10_4	STOP
rn_B10_8	SMT	139206.2992	44791.66667	ZCU_B10_4	RESET
rn_B10_9	SMT	139206.2992	56041.66667	ZCU_B10_5	STOP
rn_B11_1	SMT	154330.7087	5208.333333	ZCU_B11_1	NONE
