NAME	FAB_NAME	BAY_NAME	FROM_NODE	TO_NODE	MAX_SPEED	CURVE
rl_B17_24_25	SMT	B17	rn_B17_24	rn_B17_25	1	0
rl_B17_25_26	SMT	B17	rn_B17_25	rn_B17_26	1	0
rl_B17_25_27	SMT	B17	rn_B17_25	rn_B17_27	1	1
rl_B17_26_InterBay1_10	SMT	InterBay1	rn_B17_26	rn_InterBay1_10	1	1
rl_B17_27_28	SMT	B17	rn_B17_27	rn_B17_28	1	0
rl_B17_28_2	SMT	B17	rn_B17_28	rn_B17_2	1	1
rl_B17_29_30	SMT	B17	rn_B17_29	rn_B17_30	1	0
rl_B17_2_3	SMT	B17	rn_B17_2	rn_B17_3	1	0
rl_B17_30_22	SMT	B17	rn_B17_30	rn_B17_22	1	1
rl_B17_31_32	SMT	B17	rn_B17_31	rn_B17_32	1	0
rl_B17_32_8	SMT	B17	rn_B17_32	rn_B17_8	1	1
rl_B17_33_34	SMT	B17	rn_B17_33	rn_B17_34	1	0
rl_B17_34_B16_18	SMT	B17	rn_B17_34	rn_B16_18	1	1
rl_B17_35_36	SMT	B17	rn_B17_35	rn_B17_36	1	0
rl_B17_36_B18_4	SMT	B17	rn_B17_36	rn_B18_4	1	1
rl_B17_3_4	SMT	B17	rn_B17_3	rn_B17_4	1	0
rl_B17_4_5	SMT	B17	rn_B17_4	rn_B17_5	1	0
rl_B17_5_29	SMT	B17	rn_B17_5	rn_B17_29	1	1
rl_B17_5_6	SMT	B17	rn_B17_5	rn_B17_6	1	0
rl_B17_6_7	SMT	B17	rn_B17_6	rn_B17_7	1	0
rl_B17_7_8	SMT	B17	rn_B17_7	rn_B17_8	1	0
rl_B17_8_9	SMT	B17	rn_B17_8	rn_B17_9	1	0
rl_B17_9_10	SMT	B17	rn_B17_9	rn_B17_10	1	0
rl_B17_9_33	SMT	B17	rn_B17_9	rn_B17_33	1	1
rl_B18_10_11	SMT	B18	rn_B18_10	rn_B18_11	1	0
rl_B18_11_12	SMT	B18	rn_B18_11	rn_B18_12	1	0
rl_B18_11_13	SMT	B18	rn_B18_11	rn_B18_13	1	1
rl_B18_12_InterBay2_139	SMT	InterBay2	rn_B18_12	rn_InterBay2_139	1	1
rl_B18_13_14	SMT	B18	rn_B18_13	rn_B18_14	1	0
rl_B18_14_16	SMT	B18	rn_B18_14	rn_B18_16	1	1
rl_B18_15_16	SMT	B18	rn_B18_15	rn_B18_16	1	0
rl_B18_16_17	SMT	B18	rn_B18_16	rn_B18_17	1	0
rl_B18_17_18	SMT	B18	rn_B18_17	rn_B18_18	1	0
rl_B18_18_19	SMT	B18	rn_B18_18	rn_B18_19	1	0
rl_B18_19_20	SMT	B18	rn_B18_19	rn_B18_20	1	0
rl_B18_19_31	SMT	B18	rn_B18_19	rn_B18_31	1	1
rl_B18_1_2	SMT	B18	rn_B18_1	rn_B18_2	1	0
rl_B18_20_21	SMT	B18	rn_B18_20	rn_B18_21	1	0
rl_B18_21_22	SMT	B18	rn_B18_21	rn_B18_22	1	0
rl_B18_22_23	SMT	B18	rn_B18_22	rn_B18_23	1	0
rl_B18_23_24	SMT	B18	rn_B18_23	rn_B18_24	1	0
rl_B18_23_35	SMT	B18	rn_B18_23	rn_B18_35	1	1
rl_B18_24_25	SMT	B18	rn_B18_24	rn_B18_25	1	0
rl_B18_25_26	SMT	B18	rn_B18_25	rn_B18_26	1	0
rl_B18_25_27	SMT	B18	rn_B18_25	rn_B18_27	1	1
rl_B18_26_InterBay1_400	SMT	InterBay1	rn_B18_26	rn_InterBay1_400	1	1
rl_B18_27_28	SMT	B18	rn_B18_27	rn_B18_28	1	0
rl_B18_28_2	SMT	B18	rn_B18_28	rn_B18_2	1	1
rl_B18_29_30	SMT	B18	rn_B18_29	rn_B18_30	1	0
rl_B18_2_3	SMT	B18	rn_B18_2	rn_B18_3	1	0
rl_B18_30_22	SMT	B18	rn_B18_30	rn_B18_22	1	1
rl_B18_31_32	SMT	B18	rn_B18_31	rn_B18_32	1	0
rl_B18_32_8	SMT	B18	rn_B18_32	rn_B18_8	1	1
rl_B18_33_34	SMT	B18	rn_B18_33	rn_B18_34	1	0
rl_B18_34_B17_18	SMT	B18	rn_B18_34	rn_B17_18	1	1
rl_B18_35_36	SMT	B18	rn_B18_35	rn_B18_36	1	0
rl_B18_36_B19_4	SMT	B18	rn_B18_36	rn_B19_4	1	1
rl_B18_3_4	SMT	B18	rn_B18_3	rn_B18_4	1	0
rl_B18_4_5	SMT	B18	rn_B18_4	rn_B18_5	1	0
rl_B18_5_29	SMT	B18	rn_B18_5	rn_B18_29	1	1
rl_B18_5_6	SMT	B18	rn_B18_5	rn_B18_6	1	0
rl_B18_6_7	SMT	B18	rn_B18_6	rn_B18_7	1	0
rl_B18_7_8	SMT	B18	rn_B18_7	rn_B18_8	1	0
rl_B18_8_9	SMT	B18	rn_B18_8	rn_B18_9	1	0
rl_B18_9_10	SMT	B18	rn_B18_9	rn_B18_10	1	0
rl_B18_9_33	SMT	B18	rn_B18_9	rn_B18_33	1	1
rl_B19_10_11	SMT	B19	rn_B19_10	rn_B19_11	1	0
rl_B19_11_12	SMT	B19	rn_B19_11	rn_B19_12	1	0
rl_B19_11_13	SMT	B19	rn_B19_11	rn_B19_13	1	1
rl_B19_12_InterBay2_147	SMT	InterBay2	rn_B19_12	rn_InterBay2_147	1	1
rl_B19_13_14	SMT	B19	rn_B19_13	rn_B19_14	1	0
rl_B19_14_16	SMT	B19	rn_B19_14	rn_B19_16	1	1
rl_B19_15_16	SMT	B19	rn_B19_15	rn_B19_16	1	0
rl_B19_16_17	SMT	B19	rn_B19_16	rn_B19_17	1	0
rl_B19_17_18	SMT	B19	rn_B19_17	rn_B19_18	1	0
rl_B19_18_19	SMT	B19	rn_B19_18	rn_B19_19	1	0
rl_B19_19_20	SMT	B19	rn_B19_19	rn_B19_20	1	0
rl_B19_19_31	SMT	B19	rn_B19_19	rn_B19_31	1	1
rl_B19_1_2	SMT	B19	rn_B19_1	rn_B19_2	1	0
rl_B19_20_21	SMT	B19	rn_B19_20	rn_B19_21	1	0
rl_B19_21_22	SMT	B19	rn_B19_21	rn_B19_22	1	0
rl_B19_22_23	SMT	B19	rn_B19_22	rn_B19_23	1	0
rl_B19_23_24	SMT	B19	rn_B19_23	rn_B19_24	1	0
rl_B19_23_35	SMT	B19	rn_B19_23	rn_B19_35	1	1
rl_B19_24_25	SMT	B19	rn_B19_24	rn_B19_25	1	0
rl_B19_25_26	SMT	B19	rn_B19_25	rn_B19_26	1	0
rl_B19_25_27	SMT	B19	rn_B19_25	rn_B19_27	1	1
rl_B19_26_InterBay1_392	SMT	InterBay1	rn_B19_26	rn_InterBay1_392	1	1
rl_B19_27_28	SMT	B19	rn_B19_27	rn_B19_28	1	0
rl_B19_28_2	SMT	B19	rn_B19_28	rn_B19_2	1	1
rl_B19_29_30	SMT	B19	rn_B19_29	rn_B19_30	1	0
rl_B19_2_3	SMT	B19	rn_B19_2	rn_B19_3	1	0
rl_B19_30_22	SMT	B19	rn_B19_30	rn_B19_22	1	1
rl_B19_31_32	SMT	B19	rn_B19_31	rn_B19_32	1	0
rl_B19_32_8	SMT	B19	rn_B19_32	rn_B19_8	1	1
rl_B19_33_34	SMT	B19	rn_B19_33	rn_B19_34	1	0
rl_B19_34_B18_18	SMT	B19	rn_B19_34	rn_B18_18	1	1
rl_B19_35_36	SMT	B19	rn_B19_35	rn_B19_36	1	0
rl_B19_36_B20_4	SMT	B19	rn_B19_36	rn_B20_4	1	1
rl_B19_3_4	SMT	B19	rn_B19_3	rn_B19_4	1	0
rl_B19_4_5	SMT	B19	rn_B19_4	rn_B19_5	1	0
rl_B19_5_29	SMT	B19	rn_B19_5	rn_B19_29	1	1
rl_B19_5_6	SMT	B19	rn_B19_5	rn_B19_6	1	0
rl_B19_6_7	SMT	B19	rn_B19_6	rn_B19_7	1	0
rl_B19_7_8	SMT	B19	rn_B19_7	rn_B19_8	1	0
rl_B19_8_9	SMT	B19	rn_B19_8	rn_B19_9	1	0
rl_B19_9_10	SMT	B19	rn_B19_9	rn_B19_10	1	0
rl_B19_9_33	SMT	B19	rn_B19_9	rn_B19_33	1	1
rl_B1_10_11	SMT	B1	rn_B1_10	rn_B1_11	1	0
rl_B1_11_12	SMT	B1	rn_B1_11	rn_B1_12	1	0
rl_B1_11_13	SMT	B1	rn_B1_11	rn_B1_13	1	1
rl_B1_12_InterBay2_3	SMT	InterBay2	rn_B1_12	rn_InterBay2_3	1	1
rl_B1_13_14	SMT	B1	rn_B1_13	rn_B1_14	1	0
rl_B1_14_16	SMT	B1	rn_B1_14	rn_B1_16	1	1
rl_B1_15_16	SMT	B1	rn_B1_15	rn_B1_16	1	0
rl_B1_16_17	SMT	B1	rn_B1_16	rn_B1_17	1	0
rl_B1_17_18	SMT	B1	rn_B1_17	rn_B1_18	1	0
rl_B1_18_19	SMT	B1	rn_B1_18	rn_B1_19	1	0
rl_B1_19_20	SMT	B1	rn_B1_19	rn_B1_20	1	0
rl_B1_19_31	SMT	B1	rn_B1_19	rn_B1_31	1	1
rl_B1_1_2	SMT	B1	rn_B1_1	rn_B1_2	1	0
rl_B1_20_21	SMT	B1	rn_B1_20	rn_B1_21	1	0
rl_B1_21_22	SMT	B1	rn_B1_21	rn_B1_22	1	0
rl_B1_22_23	SMT	B1	rn_B1_22	rn_B1_23	1	0
rl_B1_23_24	SMT	B1	rn_B1_23	rn_B1_24	1	0
rl_B1_23_33	SMT	B1	rn_B1_23	rn_B1_33	1	1
rl_B1_24_25	SMT	B1	rn_B1_24	rn_B1_25	1	0
rl_B1_25_26	SMT	B1	rn_B1_25	rn_B1_26	1	0
rl_B1_25_27	SMT	B1	rn_B1_25	rn_B1_27	1	1
rl_B1_26_InterBay1_152	SMT	InterBay1	rn_B1_26	rn_InterBay1_152	1	1
rl_B1_27_28	SMT	B1	rn_B1_27	rn_B1_28	1	0
rl_B1_28_2	SMT	B1	rn_B1_28	rn_B1_2	1	1
rl_B1_29_30	SMT	B1	rn_B1_29	rn_B1_30	1	0
rl_B1_2_3	SMT	B1	rn_B1_2	rn_B1_3	1	0
rl_B1_30_22	SMT	B1	rn_B1_30	rn_B1_22	1	1
rl_B1_31_32	SMT	B1	rn_B1_31	rn_B1_32	1	0
rl_B1_32_8	SMT	B1	rn_B1_32	rn_B1_8	1	1
rl_B1_33_34	SMT	B1	rn_B1_33	rn_B1_34	1	0
rl_B1_34_B2_4	SMT	B1	rn_B1_34	rn_B2_4	1	1
rl_B1_3_4	SMT	B1	rn_B1_3	rn_B1_4	1	0
rl_B1_4_5	SMT	B1	rn_B1_4	rn_B1_5	1	0
rl_B1_5_29	SMT	B1	rn_B1_5	rn_B1_29	1	1
rl_B1_5_6	SMT	B1	rn_B1_5	rn_B1_6	1	0
rl_B1_6_7	SMT	B1	rn_B1_6	rn_B1_7	1	0
rl_B1_7_8	SMT	B1	rn_B1_7	rn_B1_8	1	0
rl_B1_8_9	SMT	B1	rn_B1_8	rn_B1_9	1	0
rl_B1_9_10	SMT	B1	rn_B1_9	rn_B1_10	1	0
rl_B20_10_11	SMT	B20	rn_B20_10	rn_B20_11	1	0
rl_B20_11_12	SMT	B20	rn_B20_11	rn_B20_12	1	0
rl_B20_11_13	SMT	B20	rn_B20_11	rn_B20_13	1	1
rl_B20_12_InterBay2_155	SMT	InterBay2	rn_B20_12	rn_InterBay2_155	1	1
rl_B20_13_14	SMT	B20	rn_B20_13	rn_B20_14	1	0
rl_B20_14_16	SMT	B20	rn_B20_14	rn_B20_16	1	1
rl_B20_15_16	SMT	B20	rn_B20_15	rn_B20_16	1	0
rl_B20_16_17	SMT	B20	rn_B20_16	rn_B20_17	1	0
rl_B20_17_18	SMT	B20	rn_B20_17	rn_B20_18	1	0
rl_B20_18_19	SMT	B20	rn_B20_18	rn_B20_19	1	0
rl_B20_19_20	SMT	B20	rn_B20_19	rn_B20_20	1	0
rl_B20_19_31	SMT	B20	rn_B20_19	rn_B20_31	1	1
rl_B20_1_2	SMT	B20	rn_B20_1	rn_B20_2	1	0
rl_B20_20_21	SMT	B20	rn_B20_20	rn_B20_21	1	0
rl_B20_21_22	SMT	B20	rn_B20_21	rn_B20_22	1	0
rl_B20_22_23	SMT	B20	rn_B20_22	rn_B20_23	1	0
rl_B20_23_24	SMT	B20	rn_B20_23	rn_B20_24	1	0
rl_B20_24_25	SMT	B20	rn_B20_24	rn_B20_25	1	0
rl_B20_25_26	SMT	B20	rn_B20_25	rn_B20_26	1	0
rl_B20_25_27	SMT	B20	rn_B20_25	rn_B20_27	1	1
rl_B20_26_InterBay1_383	SMT	InterBay1	rn_B20_26	rn_InterBay1_383	1	1
rl_B20_27_28	SMT	B20	rn_B20_27	rn_B20_28	1	0
rl_B20_28_2	SMT	B20	rn_B20_28	rn_B20_2	1	1
rl_B20_29_30	SMT	B20	rn_B20_29	rn_B20_30	1	0
rl_B20_2_3	SMT	B20	rn_B20_2	rn_B20_3	1	0
rl_B20_30_22	SMT	B20	rn_B20_30	rn_B20_22	1	1
rl_B20_31_32	SMT	B20	rn_B20_31	rn_B20_32	1	0
rl_B20_32_8	SMT	B20	rn_B20_32	rn_B20_8	1	1
rl_B20_33_34	SMT	B20	rn_B20_33	rn_B20_34	1	0
rl_B20_34_B19_18	SMT	B20	rn_B20_34	rn_B19_18	1	1
rl_B20_3_4	SMT	B20	rn_B20_3	rn_B20_4	1	0
rl_B20_4_5	SMT	B20	rn_B20_4	rn_B20_5	1	0
rl_B20_5_29	SMT	B20	rn_B20_5	rn_B20_29	1	1
rl_B20_5_6	SMT	B20	rn_B20_5	rn_B20_6	1	0
rl_B20_6_7	SMT	B20	rn_B20_6	rn_B20_7	1	0
rl_B20_7_8	SMT	B20	rn_B20_7	rn_B20_8	1	0
rl_B20_8_9	SMT	B20	rn_B20_8	rn_B20_9	1	0
rl_B20_9_10	SMT	B20	rn_B20_9	rn_B20_10	1	0
rl_B20_9_33	SMT	B20	rn_B20_9	rn_B20_33	1	1
rl_B2_10_11	SMT	B2	rn_B2_10	rn_B2_11	1	0
rl_B2_11_12	SMT	B2	rn_B2_11	rn_B2_12	1	0
rl_B2_11_13	SMT	B2	rn_B2_11	rn_B2_13	1	1
rl_B2_12_InterBay2_11	SMT	InterBay2	rn_B2_12	rn_InterBay2_11	1	1
rl_B2_13_14	SMT	B2	rn_B2_13	rn_B2_14	1	0
rl_B2_14_16	SMT	B2	rn_B2_14	rn_B2_16	1	1
rl_B2_15_16	SMT	B2	rn_B2_15	rn_B2_16	1	0
rl_B2_16_17	SMT	B2	rn_B2_16	rn_B2_17	1	0
rl_B2_17_18	SMT	B2	rn_B2_17	rn_B2_18	1	0
rl_B2_18_19	SMT	B2	rn_B2_18	rn_B2_19	1	0
rl_B2_19_20	SMT	B2	rn_B2_19	rn_B2_20	1	0
rl_B2_19_31	SMT	B2	rn_B2_19	rn_B2_31	1	1
rl_B2_1_2	SMT	B2	rn_B2_1	rn_B2_2	1	0
rl_B2_20_21	SMT	B2	rn_B2_20	rn_B2_21	1	0
rl_B2_21_22	SMT	B2	rn_B2_21	rn_B2_22	1	0
rl_B2_22_23	SMT	B2	rn_B2_22	rn_B2_23	1	0
rl_B2_23_24	SMT	B2	rn_B2_23	rn_B2_24	1	0
rl_B2_23_35	SMT	B2	rn_B2_23	rn_B2_35	1	1
rl_B2_24_25	SMT	B2	rn_B2_24	rn_B2_25	1	0
rl_B2_25_26	SMT	B2	rn_B2_25	rn_B2_26	1	0
rl_B2_25_27	SMT	B2	rn_B2_25	rn_B2_27	1	1
rl_B2_26_InterBay1_143	SMT	InterBay1	rn_B2_26	rn_InterBay1_143	1	1
rl_B2_27_28	SMT	B2	rn_B2_27	rn_B2_28	1	0
rl_B2_28_2	SMT	B2	rn_B2_28	rn_B2_2	1	1
rl_B2_29_30	SMT	B2	rn_B2_29	rn_B2_30	1	0
rl_B2_2_3	SMT	B2	rn_B2_2	rn_B2_3	1	0
rl_B2_30_22	SMT	B2	rn_B2_30	rn_B2_22	1	1
rl_B2_31_32	SMT	B2	rn_B2_31	rn_B2_32	1	0
rl_B2_32_8	SMT	B2	rn_B2_32	rn_B2_8	1	1
rl_B2_33_34	SMT	B2	rn_B2_33	rn_B2_34	1	0
rl_B2_34_B1_18	SMT	B2	rn_B2_34	rn_B1_18	1	1
rl_B2_35_36	SMT	B2	rn_B2_35	rn_B2_36	1	0
rl_B2_36_B3_4	SMT	B2	rn_B2_36	rn_B3_4	1	1
rl_B2_3_4	SMT	B2	rn_B2_3	rn_B2_4	1	0
rl_B2_4_5	SMT	B2	rn_B2_4	rn_B2_5	1	0
rl_B2_5_29	SMT	B2	rn_B2_5	rn_B2_29	1	1
rl_B2_5_6	SMT	B2	rn_B2_5	rn_B2_6	1	0
rl_B2_6_7	SMT	B2	rn_B2_6	rn_B2_7	1	0
rl_B2_7_8	SMT	B2	rn_B2_7	rn_B2_8	1	0
rl_B2_8_9	SMT	B2	rn_B2_8	rn_B2_9	1	0
rl_B2_9_10	SMT	B2	rn_B2_9	rn_B2_10	1	0
rl_B2_9_33	SMT	B2	rn_B2_9	rn_B2_33	1	1
rl_B3_10_11	SMT	B3	rn_B3_10	rn_B3_11	1	0
rl_B3_11_12	SMT	B3	rn_B3_11	rn_B3_12	1	0
rl_B3_11_13	SMT	B3	rn_B3_11	rn_B3_13	1	1
rl_B3_12_InterBay2_19	SMT	InterBay2	rn_B3_12	rn_InterBay2_19	1	1
rl_B3_13_14	SMT	B3	rn_B3_13	rn_B3_14	1	0
rl_B3_14_16	SMT	B3	rn_B3_14	rn_B3_16	1	1
rl_B3_15_16	SMT	B3	rn_B3_15	rn_B3_16	1	0
rl_B3_16_17	SMT	B3	rn_B3_16	rn_B3_17	1	0
rl_B3_17_18	SMT	B3	rn_B3_17	rn_B3_18	1	0
rl_B3_18_19	SMT	B3	rn_B3_18	rn_B3_19	1	0
rl_B3_19_20	SMT	B3	rn_B3_19	rn_B3_20	1	0
rl_B3_19_31	SMT	B3	rn_B3_19	rn_B3_31	1	1
rl_B3_1_2	SMT	B3	rn_B3_1	rn_B3_2	1	0
rl_B3_20_21	SMT	B3	rn_B3_20	rn_B3_21	1	0
rl_B3_21_22	SMT	B3	rn_B3_21	rn_B3_22	1	0
rl_B3_22_23	SMT	B3	rn_B3_22	rn_B3_23	1	0
rl_B3_23_24	SMT	B3	rn_B3_23	rn_B3_24	1	0
rl_B3_23_35	SMT	B3	rn_B3_23	rn_B3_35	1	1
rl_B3_24_25	SMT	B3	rn_B3_24	rn_B3_25	1	0
rl_B3_25_26	SMT	B3	rn_B3_25	rn_B3_26	1	0
rl_B3_25_27	SMT	B3	rn_B3_25	rn_B3_27	1	1
rl_B3_26_InterBay1_134	SMT	InterBay1	rn_B3_26	rn_InterBay1_134	1	1
rl_B3_27_28	SMT	B3	rn_B3_27	rn_B3_28	1	0
rl_B3_28_2	SMT	B3	rn_B3_28	rn_B3_2	1	1
rl_B3_29_30	SMT	B3	rn_B3_29	rn_B3_30	1	0
rl_B3_2_3	SMT	B3	rn_B3_2	rn_B3_3	1	0
rl_B3_30_22	SMT	B3	rn_B3_30	rn_B3_22	1	1
rl_B3_31_32	SMT	B3	rn_B3_31	rn_B3_32	1	0
rl_B3_32_8	SMT	B3	rn_B3_32	rn_B3_8	1	1
rl_B3_33_34	SMT	B3	rn_B3_33	rn_B3_34	1	0
rl_B3_34_B2_18	SMT	B3	rn_B3_34	rn_B2_18	1	1
rl_B3_35_36	SMT	B3	rn_B3_35	rn_B3_36	1	0
rl_B3_36_B4_4	SMT	B3	rn_B3_36	rn_B4_4	1	1
rl_B3_3_4	SMT	B3	rn_B3_3	rn_B3_4	1	0
rl_B3_4_5	SMT	B3	rn_B3_4	rn_B3_5	1	0
rl_B3_5_29	SMT	B3	rn_B3_5	rn_B3_29	1	1
rl_B3_5_6	SMT	B3	rn_B3_5	rn_B3_6	1	0
rl_B3_6_7	SMT	B3	rn_B3_6	rn_B3_7	1	0
rl_B3_7_8	SMT	B3	rn_B3_7	rn_B3_8	1	0
rl_B3_8_9	SMT	B3	rn_B3_8	rn_B3_9	1	0
rl_B3_9_10	SMT	B3	rn_B3_9	rn_B3_10	1	0
rl_B3_9_33	SMT	B3	rn_B3_9	rn_B3_33	1	1
rl_B4_10_11	SMT	B4	rn_B4_10	rn_B4_11	1	0
rl_B4_11_12	SMT	B4	rn_B4_11	rn_B4_12	1	0
rl_B4_11_13	SMT	B4	rn_B4_11	rn_B4_13	1	1
rl_B4_12_InterBay2_27	SMT	InterBay2	rn_B4_12	rn_InterBay2_27	1	1
rl_B4_13_14	SMT	B4	rn_B4_13	rn_B4_14	1	0
rl_B4_14_16	SMT	B4	rn_B4_14	rn_B4_16	1	1
rl_B4_15_16	SMT	B4	rn_B4_15	rn_B4_16	1	0
rl_B4_16_17	SMT	B4	rn_B4_16	rn_B4_17	1	0
rl_B4_17_18	SMT	B4	rn_B4_17	rn_B4_18	1	0
rl_B4_18_19	SMT	B4	rn_B4_18	rn_B4_19	1	0
rl_B4_19_20	SMT	B4	rn_B4_19	rn_B4_20	1	0
rl_B4_19_31	SMT	B4	rn_B4_19	rn_B4_31	1	1
rl_B4_1_2	SMT	B4	rn_B4_1	rn_B4_2	1	0
rl_B4_20_21	SMT	B4	rn_B4_20	rn_B4_21	1	0
rl_B4_21_22	SMT	B4	rn_B4_21	rn_B4_22	1	0
rl_B4_22_23	SMT	B4	rn_B4_22	rn_B4_23	1	0
rl_B4_23_24	SMT	B4	rn_B4_23	rn_B4_24	1	0
rl_B4_23_35	SMT	B4	rn_B4_23	rn_B4_35	1	1
rl_B4_24_25	SMT	B4	rn_B4_24	rn_B4_25	1	0
rl_B4_25_26	SMT	B4	rn_B4_25	rn_B4_26	1	0
rl_B4_25_27	SMT	B4	rn_B4_25	rn_B4_27	1	1
rl_B4_26_InterBay1_126	SMT	InterBay1	rn_B4_26	rn_InterBay1_126	1	1
rl_B4_27_28	SMT	B4	rn_B4_27	rn_B4_28	1	0
rl_B4_28_2	SMT	B4	rn_B4_28	rn_B4_2	1	1
rl_B4_29_30	SMT	B4	rn_B4_29	rn_B4_30	1	0
rl_B4_2_3	SMT	B4	rn_B4_2	rn_B4_3	1	0
rl_B4_30_22	SMT	B4	rn_B4_30	rn_B4_22	1	1
rl_B4_31_32	SMT	B4	rn_B4_31	rn_B4_32	1	0
rl_B4_32_8	SMT	B4	rn_B4_32	rn_B4_8	1	1
rl_B4_33_34	SMT	B4	rn_B4_33	rn_B4_34	1	0
rl_B4_34_B3_18	SMT	B4	rn_B4_34	rn_B3_18	1	1
rl_B4_35_36	SMT	B4	rn_B4_35	rn_B4_36	1	0
rl_B4_36_B5_4	SMT	B4	rn_B4_36	rn_B5_4	1	1
rl_B4_3_4	SMT	B4	rn_B4_3	rn_B4_4	1	0
rl_B4_4_5	SMT	B4	rn_B4_4	rn_B4_5	1	0
rl_B4_5_29	SMT	B4	rn_B4_5	rn_B4_29	1	1
rl_B4_5_6	SMT	B4	rn_B4_5	rn_B4_6	1	0
rl_B4_6_7	SMT	B4	rn_B4_6	rn_B4_7	1	0
rl_B4_7_8	SMT	B4	rn_B4_7	rn_B4_8	1	0
rl_B4_8_9	SMT	B4	rn_B4_8	rn_B4_9	1	0
rl_B4_9_10	SMT	B4	rn_B4_9	rn_B4_10	1	0
rl_B4_9_33	SMT	B4	rn_B4_9	rn_B4_33	1	1
rl_B5_10_11	SMT	B5	rn_B5_10	rn_B5_11	1	0
rl_B5_11_12	SMT	B5	rn_B5_11	rn_B5_12	1	0
rl_B5_11_13	SMT	B5	rn_B5_11	rn_B5_13	1	1
rl_B5_12_InterBay2_35	SMT	InterBay2	rn_B5_12	rn_InterBay2_35	1	1
rl_B5_13_14	SMT	B5	rn_B5_13	rn_B5_14	1	0
rl_B5_14_16	SMT	B5	rn_B5_14	rn_B5_16	1	1
rl_B5_15_16	SMT	B5	rn_B5_15	rn_B5_16	1	0
rl_B5_16_17	SMT	B5	rn_B5_16	rn_B5_17	1	0
rl_B5_17_18	SMT	B5	rn_B5_17	rn_B5_18	1	0
rl_B5_18_19	SMT	B5	rn_B5_18	rn_B5_19	1	0
rl_B5_19_20	SMT	B5	rn_B5_19	rn_B5_20	1	0
rl_B5_19_31	SMT	B5	rn_B5_19	rn_B5_31	1	1
rl_B5_1_2	SMT	B5	rn_B5_1	rn_B5_2	1	0
rl_B5_20_21	SMT	B5	rn_B5_20	rn_B5_21	1	0
rl_B5_21_22	SMT	B5	rn_B5_21	rn_B5_22	1	0
rl_B5_22_23	SMT	B5	rn_B5_22	rn_B5_23	1	0
rl_B5_23_24	SMT	B5	rn_B5_23	rn_B5_24	1	0
rl_B5_23_35	SMT	B5	rn_B5_23	rn_B5_35	1	1
rl_B5_24_25	SMT	B5	rn_B5_24	rn_B5_25	1	0
rl_B5_25_26	SMT	B5	rn_B5_25	rn_B5_26	1	0
rl_B5_25_27	SMT	B5	rn_B5_25	rn_B5_27	1	1
rl_B5_26_InterBay1_117	SMT	InterBay1	rn_B5_26	rn_InterBay1_117	1	1
rl_B5_27_28	SMT	B5	rn_B5_27	rn_B5_28	1	0
rl_B5_28_2	SMT	B5	rn_B5_28	rn_B5_2	1	1
rl_B5_29_30	SMT	B5	rn_B5_29	rn_B5_30	1	0
rl_B5_2_3	SMT	B5	rn_B5_2	rn_B5_3	1	0
rl_B5_30_22	SMT	B5	rn_B5_30	rn_B5_22	1	1
rl_B5_31_32	SMT	B5	rn_B5_31	rn_B5_32	1	0
rl_B5_32_8	SMT	B5	rn_B5_32	rn_B5_8	1	1
rl_B5_33_34	SMT	B5	rn_B5_33	rn_B5_34	1	0
rl_B5_34_B4_18	SMT	B5	rn_B5_34	rn_B4_18	1	1
rl_B5_35_36	SMT	B5	rn_B5_35	rn_B5_36	1	0
rl_B5_36_B6_4	SMT	B5	rn_B5_36	rn_B6_4	1	1
rl_B5_3_4	SMT	B5	rn_B5_3	rn_B5_4	1	0
rl_B5_4_5	SMT	B5	rn_B5_4	rn_B5_5	1	0
rl_B5_5_29	SMT	B5	rn_B5_5	rn_B5_29	1	1
rl_B5_5_6	SMT	B5	rn_B5_5	rn_B5_6	1	0
rl_B5_6_7	SMT	B5	rn_B5_6	rn_B5_7	1	0
rl_B5_7_8	SMT	B5	rn_B5_7	rn_B5_8	1	0
rl_B5_8_9	SMT	B5	rn_B5_8	rn_B5_9	1	0
rl_B5_9_10	SMT	B5	rn_B5_9	rn_B5_10	1	0
rl_B5_9_33	SMT	B5	rn_B5_9	rn_B5_33	1	1
rl_B6_10_11	SMT	B6	rn_B6_10	rn_B6_11	1	0
rl_B6_11_12	SMT	B6	rn_B6_11	rn_B6_12	1	0
rl_B6_11_13	SMT	B6	rn_B6_11	rn_B6_13	1	1
rl_B6_12_InterBay2_43	SMT	InterBay2	rn_B6_12	rn_InterBay2_43	1	1
rl_B6_13_14	SMT	B6	rn_B6_13	rn_B6_14	1	0
rl_B6_14_16	SMT	B6	rn_B6_14	rn_B6_16	1	1
rl_B6_15_16	SMT	B6	rn_B6_15	rn_B6_16	1	0
rl_B6_16_17	SMT	B6	rn_B6_16	rn_B6_17	1	0
rl_B6_17_18	SMT	B6	rn_B6_17	rn_B6_18	1	0
rl_B6_18_19	SMT	B6	rn_B6_18	rn_B6_19	1	0
rl_B6_19_20	SMT	B6	rn_B6_19	rn_B6_20	1	0
rl_B6_19_31	SMT	B6	rn_B6_19	rn_B6_31	1	1
rl_B6_1_2	SMT	B6	rn_B6_1	rn_B6_2	1	0
rl_B6_20_21	SMT	B6	rn_B6_20	rn_B6_21	1	0
rl_B6_21_22	SMT	B6	rn_B6_21	rn_B6_22	1	0
